target_id,distance_to_command,target_obj_0,target_obj_1,mean_obj_0,std_obj_0,mean_obj_1,std_obj_1
0,14.427042961120605,7.197995185852051,-12.906604766845703,-0.2577206492424011,0.0,-0.5554155111312866,0.0
1,30.65304946899414,17.161333084106445,-26.166275024414062,0.3318019509315491,0.0,-0.5464307069778442,0.0
2,17.51152801513672,9.297940254211426,-15.269078254699707,-0.18961042165756226,0.0,-0.5503837466239929,0.0
3,18.50316047668457,10.249606132507324,-15.787585258483887,-0.2501389980316162,0.0,-0.5520258545875549,0.0
4,19.999710083007812,11.286676406860352,-17.366708755493164,0.45107901096343994,0.0,-0.5566452145576477,0.0
5,23.980886459350586,14.778715133666992,-18.278982162475586,-1.3667078018188477,0.0,-0.5474239587783813,0.0
