return_obj_0,return_obj_1
-1.3864788,-51.9224
0.60375804,-52.34391
-0.21417043,-54.757465
-2.0439918,-53.872112
-3.8609467,-51.37953
3.4179323,-56.7426
-2.3439465,-54.809376
3.550334,-53.70404
1.58211,-60.42344
-3.3454762,-53.489616
1.2046286,-52.692528
4.0295444,-49.56881
-3.0282109,-52.472668
-2.347151,-55.161285
