target_id,target_return,target_horizon,eval_episodes,mean_episode_length,target_obj_0,target_obj_1,mean_obj_0,mean_obj_1,std_obj_0,std_obj_1
0,"[3.6219494342803955, -157.69564819335938]",300,5,300.0,3.6219494342803955,-157.69564819335938,0.5712442099375957,-73.1588583946228,5.058437190563951,8.234874402229138
1,"[29.052492141723633, -164.6818084716797]",300,5,300.0,29.052492141723633,-164.6818084716797,0.915145502913912,-106.88681862354278,2.1650476531246388,4.79493282552562
2,"[29.10867691040039, -167.2327880859375]",300,5,300.0,29.10867691040039,-167.2327880859375,-1.1184344136349522,-114.04891846179962,3.741699493800742,4.382580776440101
3,"[35.89558792114258, -172.66726684570312]",300,5,300.0,35.89558792114258,-172.66726684570312,2.224300739629127,-141.30800890922546,1.6205400096358078,44.5451638325196
