target_id,distance_to_command,target_obj_0,target_obj_1,target_obj_2,mean_obj_0,std_obj_0,mean_obj_1,std_obj_1,mean_obj_2,std_obj_2
0,12.801016807556152,66.33795928955078,42.57881164550781,62.889869689941406,54.781497955322266,0.0,37.48469543457031,0.0,60.800804138183594,0.0
1,20.8885498046875,88.20182800292969,40.990875244140625,63.23563003540039,67.34207916259766,0.0,40.434906005859375,0.0,64.1807861328125,0.0
2,19.872699737548828,89.52664184570312,44.29280090332031,68.81394958496094,69.90157318115234,0.0,41.73479080200195,0.0,67.0146484375,0.0
3,14.325915336608887,68.23784637451172,44.45914840698242,65.35917663574219,55.79803466796875,0.0,38.13456726074219,0.0,62.121490478515625,0.0
4,21.044546127319336,89.91885375976562,40.77751922607422,63.826759338378906,69.06061553955078,0.0,41.66086959838867,0.0,66.4775161743164,0.0
5,17.486112594604492,80.42098999023438,45.79694366455078,62.846046447753906,63.68254852294922,0.0,41.24123001098633,0.0,65.04473114013672,0.0
