weight,weight_name,global_step,update,episode,episode_length,scalarized_return,return_obj_0,return_obj_1
"[0.0, 1.0]",w_0p00_1p00,235000,115,234,1000,-44.04140248824842,-2.9433268072025385,-44.04140248824842
"[0.0, 1.0]",w_0p00_1p00,236000,116,235,1000,-41.16958309453912,-4.1334012145598535,-41.16958309453912
"[0.0, 1.0]",w_0p00_1p00,237000,116,236,1000,-42.43053738470189,-4.592497604311802,-42.43053738470189
"[0.0, 1.0]",w_0p00_1p00,238000,117,237,1000,-41.00478603155352,-2.5994188795120863,-41.00478603155352
"[0.0, 1.0]",w_0p00_1p00,239000,117,238,1000,-40.05141909746453,-2.728355879196897,-40.05141909746453
"[0.0, 1.0]",w_0p00_1p00,240000,118,239,1000,-38.853965119225904,-2.462013137876056,-38.853965119225904
"[0.0, 1.0]",w_0p00_1p00,241000,118,240,1000,-37.65996710048057,-3.991370843257755,-37.65996710048057
"[0.0, 1.0]",w_0p00_1p00,242000,119,241,1000,-37.4631780362688,-1.3475008250388782,-37.4631780362688
"[0.0, 1.0]",w_0p00_1p00,243000,119,242,1000,-35.690157697186805,-1.204209980151063,-35.690157697186805
"[0.0, 1.0]",w_0p00_1p00,244000,120,243,1000,-36.21084339276422,-3.2082926387811312,-36.21084339276422
"[0.0, 1.0]",w_0p00_1p00,245000,120,244,1000,-34.27939376607537,-2.8895169656098005,-34.27939376607537
"[0.0, 1.0]",w_0p00_1p00,246000,121,245,1000,-34.037597455317155,-2.383656715945108,-34.037597455317155
"[0.0, 1.0]",w_0p00_1p00,247000,121,246,1000,-32.69800437730737,-2.5584344648668775,-32.69800437730737
"[0.0, 1.0]",w_0p00_1p00,248000,122,247,1000,-32.484096449101344,-0.7783935072475288,-32.484096449101344
"[0.0, 1.0]",w_0p00_1p00,249000,122,248,1000,-32.12026326174964,-1.0807733420806471,-32.12026326174964
"[0.0, 1.0]",w_0p00_1p00,250000,123,249,1000,-30.294988944078796,-1.8902227697035414,-30.294988944078796
"[0.0, 1.0]",w_0p00_1p00,251000,123,250,1000,-30.493010027101263,-2.236875854723621,-30.493010027101263
"[0.0, 1.0]",w_0p00_1p00,252000,124,251,1000,-31.42053147382103,-1.090877453291796,-31.42053147382103
"[0.0, 1.0]",w_0p00_1p00,253000,124,252,1000,-28.48856131674256,-1.6307050990117204,-28.48856131674256
"[0.0, 1.0]",w_0p00_1p00,254000,125,253,1000,-30.799223662586883,-4.32978879831353,-30.799223662586883
"[0.0, 1.0]",w_0p00_1p00,255000,125,254,1000,-27.50921129944618,-4.201433359790826,-27.50921129944618
"[0.0, 1.0]",w_0p00_1p00,256000,125,255,1000,-26.997517807176337,-2.295485443170037,-26.997517807176337
"[0.0, 1.0]",w_0p00_1p00,257000,126,256,1000,-26.67795898381155,-1.6962284213514067,-26.67795898381155
"[0.0, 1.0]",w_0p00_1p00,258000,126,257,1000,-26.904561458388343,-1.2474598571134266,-26.904561458388343
"[0.0, 1.0]",w_0p00_1p00,259000,127,258,1000,-25.423571043647826,-1.4303621612452844,-25.423571043647826
"[0.0, 1.0]",w_0p00_1p00,260000,127,259,1000,-26.156183964107186,-1.342836961726789,-26.156183964107186
"[0.0, 1.0]",w_0p00_1p00,261000,128,260,1000,-24.955801989883184,-1.3305423265137506,-24.955801989883184
"[0.0, 1.0]",w_0p00_1p00,262000,128,261,1000,-24.846625681500882,-2.410910876118578,-24.846625681500882
"[0.0, 1.0]",w_0p00_1p00,263000,129,262,1000,-23.519770434941165,-2.5027753322410717,-23.519770434941165
"[0.0, 1.0]",w_0p00_1p00,264000,129,263,1000,-23.926956475363113,-1.837947308726143,-23.926956475363113
"[0.0, 1.0]",w_0p00_1p00,265000,130,264,1000,-22.60293108341284,-1.118394222241477,-22.60293108341284
"[0.0, 1.0]",w_0p00_1p00,266000,130,265,1000,-22.175899335416034,-2.618818567618291,-22.175899335416034
"[0.0, 1.0]",w_0p00_1p00,267000,131,266,1000,-21.496412803651765,-2.1881502089891,-21.496412803651765
"[0.0, 1.0]",w_0p00_1p00,268000,131,267,1000,-22.009268335532397,-2.8030236233735195,-22.009268335532397
"[0.0, 1.0]",w_0p00_1p00,269000,132,268,1000,-21.029739902704023,-3.9535159274910256,-21.029739902704023
"[0.0, 1.0]",w_0p00_1p00,270000,132,269,1000,-20.69052832579473,-0.8888375783553784,-20.69052832579473
"[0.0, 1.0]",w_0p00_1p00,271000,133,270,1000,-19.481577367288992,-0.43344820904712833,-19.481577367288992
"[0.0, 1.0]",w_0p00_1p00,272000,133,271,1000,-19.806965946801938,-0.49604041859856807,-19.806965946801938
"[0.0, 1.0]",w_0p00_1p00,273000,134,272,1000,-19.400379186146893,-1.4053076530690305,-19.400379186146893
"[0.0, 1.0]",w_0p00_1p00,274000,134,273,1000,-18.24665001448011,-2.6584034240440815,-18.24665001448011
"[0.0, 1.0]",w_0p00_1p00,275000,135,274,1000,-18.309686507331207,-1.404213391484518,-18.309686507331207
"[0.0, 1.0]",w_0p00_1p00,276000,135,275,1000,-17.913578366860747,-0.18769752208027057,-17.913578366860747
"[0.0, 1.0]",w_0p00_1p00,277000,136,276,1000,-17.291372281848453,-0.09744924474216532,-17.291372281848453
"[0.0, 1.0]",w_0p00_1p00,278000,136,277,1000,-16.638104544603266,0.6143680715176743,-16.638104544603266
"[0.0, 1.0]",w_0p00_1p00,279000,137,278,1000,-17.311599674576428,-1.2976850938539428,-17.311599674576428
"[0.0, 1.0]",w_0p00_1p00,280000,137,279,1000,-16.727784098067787,-0.7942786737476126,-16.727784098067787
"[0.0, 1.0]",w_0p00_1p00,281000,138,280,1000,-16.324072196061024,-0.45890460772716324,-16.324072196061024
"[0.0, 1.0]",w_0p00_1p00,282000,138,281,1000,-15.981770089478232,0.38987804553471506,-15.981770089478232
"[0.0, 1.0]",w_0p00_1p00,283000,139,282,1000,-15.944068472832441,1.6645816449254198,-15.944068472832441
"[0.0, 1.0]",w_0p00_1p00,284000,139,283,1000,-14.968245223048143,-0.9992574774860259,-14.968245223048143
"[0.0, 1.0]",w_0p00_1p00,285000,140,284,1000,-15.280640687036794,0.34501684589486104,-15.280640687036794
"[0.0, 1.0]",w_0p00_1p00,286000,140,285,1000,-15.404279888491146,-1.6033284804398136,-15.404279888491146
"[0.0, 1.0]",w_0p00_1p00,287000,141,286,1000,-15.485395091440296,-1.0628218427264073,-15.485395091440296
"[0.0, 1.0]",w_0p00_1p00,288000,141,287,1000,-14.503589220053982,-0.6936726254061796,-14.503589220053982
"[0.0, 1.0]",w_0p00_1p00,289000,142,288,1000,-14.779914033832029,-1.4579679818562,-14.779914033832029
"[0.0, 1.0]",w_0p00_1p00,290000,142,289,1000,-13.95781064813491,-2.1016756090393756,-13.95781064813491
"[0.0, 1.0]",w_0p00_1p00,291000,143,290,1000,-14.200350141734816,-0.9369145151904377,-14.200350141734816
"[0.0, 1.0]",w_0p00_1p00,292000,143,291,1000,-13.597282551578246,0.5561407830227836,-13.597282551578246
"[0.0, 1.0]",w_0p00_1p00,293000,144,292,1000,-13.750552492798306,-0.6072561712207971,-13.750552492798306
"[0.0, 1.0]",w_0p00_1p00,294000,144,293,1000,-13.072677163290791,-0.6137398395912896,-13.072677163290791
"[0.0, 1.0]",w_0p00_1p00,295000,145,294,1000,-12.796290113357827,-1.7239176993025467,-12.796290113357827
"[0.0, 1.0]",w_0p00_1p00,296000,145,295,1000,-12.66839076881297,-0.8870921940469998,-12.66839076881297
"[0.0, 1.0]",w_0p00_1p00,297000,146,296,1000,-12.663352839357685,-0.3794749172666343,-12.663352839357685
"[0.0, 1.0]",w_0p00_1p00,298000,146,297,1000,-11.546541442978196,-0.3994497659004992,-11.546541442978196
"[0.0, 1.0]",w_0p00_1p00,299000,146,298,1000,-11.903162342117867,-0.5085331947666418,-11.903162342117867
"[0.25, 0.75]",w_0p25_0p75,1000,1,0,1000,-2345.1821954670277,8.510710220445617,-3129.746497362852
"[0.25, 0.75]",w_0p25_0p75,2000,1,1,1000,-2274.08792597102,-6.244690807536244,-3030.0356710255146
"[0.25, 0.75]",w_0p25_0p75,3000,2,2,1000,-2286.620645856543,-83.67631813162006,-3020.9354217648506
"[0.25, 0.75]",w_0p25_0p75,4000,2,3,1000,-2316.5622181998333,-56.06557228928432,-3070.0611001700163
"[0.25, 0.75]",w_0p25_0p75,5000,3,4,1000,-2253.7308758291056,-143.3242844114502,-2957.1997396349907
"[0.25, 0.75]",w_0p25_0p75,6000,3,5,1000,-2277.531612683226,0.13675083164707758,-3036.754400521517
"[0.25, 0.75]",w_0p25_0p75,7000,4,6,1000,-2246.215086870161,24.30397492540942,-3003.054774135351
"[0.25, 0.75]",w_0p25_0p75,8000,4,7,1000,-2246.3364155375666,-11.094312671306398,-2991.4171164929867
"[0.25, 0.75]",w_0p25_0p75,9000,5,8,1000,-2181.39889659622,60.1515808745753,-2928.582389086485
"[0.25, 0.75]",w_0p25_0p75,10000,5,9,1000,-2181.6400634606507,5.011221707929508,-2910.523825183511
"[0.25, 0.75]",w_0p25_0p75,11000,6,10,1000,-2144.568795557483,-77.38415978616104,-2833.6303408145905
"[0.25, 0.75]",w_0p25_0p75,12000,6,11,1000,-2152.287552178067,-3.533937901902391,-2868.5387569367886
"[0.25, 0.75]",w_0p25_0p75,13000,7,12,1000,-2172.40241382987,-30.058069645194337,-2886.517195224762
"[0.25, 0.75]",w_0p25_0p75,14000,7,13,1000,-2117.592526244778,-98.66990699930466,-2790.566732659936
"[0.25, 0.75]",w_0p25_0p75,15000,8,14,1000,-2077.2814286607754,-49.72467920015333,-2753.133678480983
"[0.25, 0.75]",w_0p25_0p75,16000,8,15,1000,-2087.3828616906394,-21.771573759790044,-2775.919957667589
"[0.25, 0.75]",w_0p25_0p75,17000,9,16,1000,-2015.6378551902308,96.28956668300088,-2719.613662481308
"[0.25, 0.75]",w_0p25_0p75,18000,9,17,1000,-2129.6065851314415,-223.7078182453115,-2764.906174093485
"[0.25, 0.75]",w_0p25_0p75,19000,10,18,1000,-2073.680303479603,-84.50213446863927,-2736.7396931499243
"[0.25, 0.75]",w_0p25_0p75,20000,10,19,1000,-2046.0411447451334,-43.89869139227085,-2713.421962529421
"[0.25, 0.75]",w_0p25_0p75,21000,11,20,1000,-2018.3366133465533,-10.685117619897937,-2687.553778588772
"[0.25, 0.75]",w_0p25_0p75,22000,11,21,1000,-1950.4538479787952,6.991461498400895,-2602.9356178045273
"[0.25, 0.75]",w_0p25_0p75,23000,12,22,1000,-2001.7042683631144,-18.274395275100687,-2662.8475593924522
"[0.25, 0.75]",w_0p25_0p75,24000,12,23,1000,-1948.5961968829652,-58.15286955452757,-2578.743972659111
"[0.25, 0.75]",w_0p25_0p75,25000,13,24,1000,-1929.205049674143,-10.67269028397277,-2568.715836137533
"[0.25, 0.75]",w_0p25_0p75,26000,13,25,1000,-1874.567012640182,38.98360115848482,-2512.4172172397375
"[0.25, 0.75]",w_0p25_0p75,27000,14,26,1000,-1815.7531486144871,15.449785474454984,-2426.1541266441345
"[0.25, 0.75]",w_0p25_0p75,28000,14,27,1000,-1853.092629004619,-33.487771631684154,-2459.627581462264
"[0.25, 0.75]",w_0p25_0p75,29000,15,28,1000,-1844.2463699132059,-93.77410525077721,-2427.737124800682
"[0.25, 0.75]",w_0p25_0p75,30000,15,29,1000,-1822.3605317259462,-80.75621398176008,-2402.8953043073416
"[0.25, 0.75]",w_0p25_0p75,31000,16,30,1000,-1806.2565079029882,-89.48996242741123,-2378.512023061514
"[0.25, 0.75]",w_0p25_0p75,32000,16,31,1000,-1759.9397348033312,-84.1169707842364,-2318.547322809696
"[0.25, 0.75]",w_0p25_0p75,33000,17,32,1000,-1720.5907975264709,13.460241788299754,-2298.6078106313944
"[0.25, 0.75]",w_0p25_0p75,34000,17,33,1000,-1641.797697542701,49.215108728036284,-2205.46863296628
"[0.25, 0.75]",w_0p25_0p75,35000,18,34,1000,-1684.7229002679233,56.99408209230751,-2265.2952277213335
"[0.25, 0.75]",w_0p25_0p75,36000,18,35,1000,-1624.7801829588425,-19.569725309615023,-2159.850335508585
"[0.25, 0.75]",w_0p25_0p75,37000,19,36,1000,-1683.5308592439542,-116.96371753845597,-2205.7199064791203
"[0.25, 0.75]",w_0p25_0p75,38000,19,37,1000,-1676.928373655348,-134.06192936765729,-2191.2171884179115
"[0.25, 0.75]",w_0p25_0p75,39000,20,38,1000,-1636.667450078472,-77.9538307513576,-2156.2386565208435
"[0.25, 0.75]",w_0p25_0p75,40000,20,39,1000,-1591.8307288276774,-28.1006301890302,-2113.0740950405598
"[0.25, 0.75]",w_0p25_0p75,41000,21,40,1000,-1599.8388342033722,-2.0605831576976925,-2132.4315845519304
"[0.25, 0.75]",w_0p25_0p75,42000,21,41,1000,-1523.3033782499551,144.48550109018106,-2079.233004696667
"[0.25, 0.75]",w_0p25_0p75,43000,21,42,1000,-1546.4276373022149,-73.281139272789,-2037.4764699786901
"[0.25, 0.75]",w_0p25_0p75,44000,22,43,1000,-1536.8210839072417,13.294117710669525,-2053.526151113212
"[0.25, 0.75]",w_0p25_0p75,45000,22,44,1000,-1478.4146157358773,29.4420024137944,-1981.0334884524345
"[0.25, 0.75]",w_0p25_0p75,46000,23,45,1000,-1551.5002418684992,-64.9019143667947,-2047.0330177024007
"[0.25, 0.75]",w_0p25_0p75,47000,23,46,1000,-1536.9067368976248,-43.77931989112403,-2034.6158758997917
"[0.25, 0.75]",w_0p25_0p75,48000,24,47,1000,-1487.882446594096,-88.23759020688885,-1954.4307320564985
"[0.25, 0.75]",w_0p25_0p75,49000,24,48,1000,-1461.4508386496454,29.713428810238838,-1958.5055944696069
"[0.25, 0.75]",w_0p25_0p75,50000,25,49,1000,-1461.8559498026152,-51.66381011274643,-1931.9199963659048
"[0.25, 0.75]",w_0p25_0p75,51000,25,50,1000,-1425.215426952287,26.769550618948415,-1909.2104194760323
"[0.25, 0.75]",w_0p25_0p75,52000,26,51,1000,-1356.4014306940735,55.7390720633266,-1827.1149316132069
"[0.25, 0.75]",w_0p25_0p75,53000,26,52,1000,-1433.1808416779968,-95.51563677634113,-1879.069243311882
"[0.25, 0.75]",w_0p25_0p75,54000,27,53,1000,-1360.7603119914857,-3.997633235703688,-1813.014538243413
"[0.25, 0.75]",w_0p25_0p75,55000,27,54,1000,-1354.26436114253,-6.4046156532131135,-1803.5509429723024
"[0.25, 0.75]",w_0p25_0p75,56000,28,55,1000,-1302.4344599967444,16.06288636714453,-1741.933575451374
"[0.25, 0.75]",w_0p25_0p75,57000,28,56,1000,-1280.865528555565,39.47586501398473,-1720.9793264120817
"[0.25, 0.75]",w_0p25_0p75,58000,29,57,1000,-1291.4197064340697,7.836919545894489,-1724.505248427391
"[0.25, 0.75]",w_0p25_0p75,59000,29,58,1000,-1241.439138340832,23.229594055290363,-1662.9953824728727
"[0.25, 0.75]",w_0p25_0p75,60000,30,59,1000,-1240.6443947044609,46.27434335520957,-1669.6173073910177
"[0.25, 0.75]",w_0p25_0p75,61000,30,60,1000,-1231.6253625732497,-40.5012907537166,-1628.6667198464274
"[0.25, 0.75]",w_0p25_0p75,62000,31,61,1000,-1214.7137348854449,56.126638137735426,-1638.3271925598383
"[0.25, 0.75]",w_0p25_0p75,63000,31,62,1000,-1217.703518439288,-16.576270178775303,-1618.079267859459
"[0.25, 0.75]",w_0p25_0p75,64000,32,63,1000,-1133.61039490439,87.29403349012136,-1540.5785377025604
"[0.25, 0.75]",w_0p25_0p75,65000,32,64,1000,-1132.5397830171278,96.66567949065939,-1542.2749371863902
"[0.25, 0.75]",w_0p25_0p75,66000,33,65,1000,-1124.4089207091602,-4.9212007080204785,-1497.5714940428734
"[0.25, 0.75]",w_0p25_0p75,67000,33,66,1000,-1125.849897515218,12.509337841707747,-1505.3029759675264
"[0.25, 0.75]",w_0p25_0p75,68000,34,67,1000,-1060.8524487586037,41.052054513507755,-1428.1539498493075
"[0.25, 0.75]",w_0p25_0p75,69000,34,68,1000,-1079.7996673419984,-92.3767020307132,-1408.9406557790935
"[0.25, 0.75]",w_0p25_0p75,70000,35,69,1000,-1068.783787736189,-26.317994901852217,-1416.2723853476346
"[0.25, 0.75]",w_0p25_0p75,71000,35,70,1000,-979.8483460890602,73.13565420712985,-1330.843012854457
"[0.25, 0.75]",w_0p25_0p75,72000,36,71,1000,-964.3379966330758,206.3866747271095,-1354.5795537531376
"[0.25, 0.75]",w_0p25_0p75,73000,36,72,1000,-1025.0133515966663,-50.56603800787707,-1349.8291227929294
"[0.25, 0.75]",w_0p25_0p75,74000,37,73,1000,-976.7646958974074,53.37434613821097,-1320.1443765759468
"[0.25, 0.75]",w_0p25_0p75,75000,37,74,1000,-978.3514308391314,2.2278301037149504,-1305.2111844867468
"[0.25, 0.75]",w_0p25_0p75,76000,38,75,1000,-999.0493305110649,-1.2115891014400404,-1331.6619109809399
"[0.25, 0.75]",w_0p25_0p75,77000,38,76,1000,-951.3652952381199,0.4650573757389793,-1268.6420794427395
"[0.25, 0.75]",w_0p25_0p75,78000,39,77,1000,-946.9684945336776,-4.4267196473665535,-1261.149086162448
"[0.25, 0.75]",w_0p25_0p75,79000,39,78,1000,-949.6396204153862,62.37266026629368,-1286.9770473092794
"[0.25, 0.75]",w_0p25_0p75,80000,40,79,1000,-905.1106138756586,-6.193901414459106,-1204.7495180293918
"[0.25, 0.75]",w_0p25_0p75,81000,40,80,1000,-915.6413856227737,-15.542070196883287,-1215.6744907647371
"[0.25, 0.75]",w_0p25_0p75,82000,41,81,1000,-872.4224443589483,-8.134158590866718,-1160.5185396149755
"[0.25, 0.75]",w_0p25_0p75,83000,41,82,1000,-904.5885642806534,-15.167887226678431,-1201.062123298645
"[0.25, 0.75]",w_0p25_0p75,84000,42,83,1000,-855.9079332707624,48.8501391626196,-1157.4939574152231
"[0.25, 0.75]",w_0p25_0p75,85000,42,84,1000,-839.4046438970108,78.56142299604835,-1145.393332861364
"[0.25, 0.75]",w_0p25_0p75,86000,42,85,1000,-872.8098456862208,-9.572378509794362,-1160.555668078363
"[0.25, 0.75]",w_0p25_0p75,87000,43,86,1000,-827.9468180958174,60.85507114529901,-1124.214114509523
"[0.25, 0.75]",w_0p25_0p75,88000,43,87,1000,-816.5427948340875,69.16849951740005,-1111.77989295125
"[0.25, 0.75]",w_0p25_0p75,89000,44,88,1000,-836.234399999259,-84.13779422175139,-1086.9332685917616
"[0.25, 0.75]",w_0p25_0p75,90000,44,89,1000,-806.7834384588059,12.55590718332678,-1079.8965536728501
"[0.25, 0.75]",w_0p25_0p75,91000,45,90,1000,-796.1562947240745,-22.469807424058672,-1054.0517904907465
"[0.25, 0.75]",w_0p25_0p75,92000,45,91,1000,-787.6496706324251,0.14951851271325722,-1050.2494003474712
"[0.25, 0.75]",w_0p25_0p75,93000,46,92,1000,-768.990225935906,-25.38765294325276,-1016.8577502667904
"[0.25, 0.75]",w_0p25_0p75,94000,46,93,1000,-775.4133723600632,-33.78487934502027,-1022.6228700317442
"[0.25, 0.75]",w_0p25_0p75,95000,47,94,1000,-764.8198719342472,-44.93670930014923,-1004.7809261456132
"[0.25, 0.75]",w_0p25_0p75,96000,47,95,1000,-733.6954019250406,1.560396047658287,-978.7806679159403
"[0.25, 0.75]",w_0p25_0p75,97000,48,96,1000,-722.3771546227217,4.5936227719066665,-964.7007470875978
"[0.25, 0.75]",w_0p25_0p75,98000,48,97,1000,-708.124083811228,92.69192477018805,-975.0627533383667
"[0.25, 0.75]",w_0p25_0p75,99000,49,98,1000,-684.6747583270626,5.051873039978091,-914.5836354494095
"[0.25, 0.75]",w_0p25_0p75,100000,49,99,1000,-685.2941067315987,56.72781000123359,-932.6347456425428
"[0.25, 0.75]",w_0p25_0p75,101000,50,100,1000,-687.3721792938595,68.63344236521516,-939.3740531802177
"[0.25, 0.75]",w_0p25_0p75,102000,50,101,1000,-683.9638508334829,74.18532535430859,-936.68024289608
"[0.25, 0.75]",w_0p25_0p75,103000,51,102,1000,-638.584787778811,119.75039808350266,-891.3631830662489
"[0.25, 0.75]",w_0p25_0p75,104000,51,103,1000,-636.8603266054051,74.26194148315699,-873.9010826349258
"[0.25, 0.75]",w_0p25_0p75,105000,52,104,1000,-641.8032252099656,75.91593892488163,-881.042946588248
"[0.25, 0.75]",w_0p25_0p75,106000,52,105,1000,-623.3229652652954,42.75533191097202,-845.3490643240511
"[0.25, 0.75]",w_0p25_0p75,107000,53,106,1000,-620.2362105894808,58.438740740726644,-846.4611943662167
"[0.25, 0.75]",w_0p25_0p75,108000,53,107,1000,-618.2631817801775,38.43439534048957,-837.1623741537333
"[0.25, 0.75]",w_0p25_0p75,109000,54,108,1000,-599.9953284484545,0.9952945123513928,-800.3255361020565
"[0.25, 0.75]",w_0p25_0p75,110000,54,109,1000,-566.1200716441526,114.53021565749077,-793.0035007447004
"[0.25, 0.75]",w_0p25_0p75,111000,55,110,1000,-579.7554136354884,41.286022451356985,-786.7692256644368
"[0.25, 0.75]",w_0p25_0p75,112000,55,111,1000,-574.1704549075803,41.692599365953356,-779.4581396654248
"[0.25, 0.75]",w_0p25_0p75,113000,56,112,1000,-573.2605690701675,-5.56826797008398,-762.4913361035287
"[0.25, 0.75]",w_0p25_0p75,114000,56,113,1000,-530.0300979446401,75.08338572466164,-731.7345925010741
"[0.25, 0.75]",w_0p25_0p75,115000,57,114,1000,-543.375180121955,29.518359435809543,-734.3396933078766
"[0.25, 0.75]",w_0p25_0p75,116000,57,115,1000,-515.7595283482806,17.507765881484374,-693.5152930915356
"[0.25, 0.75]",w_0p25_0p75,117000,58,116,1000,-489.4263028735945,60.95388409841871,-672.8863651975989
"[0.25, 0.75]",w_0p25_0p75,118000,58,117,1000,-514.1103904723905,4.088627307948627,-686.8433963991702
"[0.25, 0.75]",w_0p25_0p75,119000,59,118,1000,-500.793663117307,12.025484482874162,-671.7333789840341
"[0.25, 0.75]",w_0p25_0p75,120000,59,119,1000,-494.98333733961044,-10.361995267274324,-656.5237846970558
"[0.25, 0.75]",w_0p25_0p75,121000,60,120,1000,-482.5153482235037,2.5508234817534685,-644.2040721252561
"[0.25, 0.75]",w_0p25_0p75,122000,60,121,1000,-471.2788637677877,25.21362080919789,-636.7763586267829
"[0.25, 0.75]",w_0p25_0p75,123000,61,122,1000,-440.80066349129993,58.71493921872752,-607.3058643946424
"[0.25, 0.75]",w_0p25_0p75,124000,61,123,1000,-442.31494355987525,70.51525904634036,-613.2583444286138
"[0.25, 0.75]",w_0p25_0p75,125000,62,124,1000,-438.49691027824883,47.258170554297976,-600.4152705557644
"[0.25, 0.75]",w_0p25_0p75,126000,62,125,1000,-430.0828190506436,66.33669530414045,-595.5559905022383
"[0.25, 0.75]",w_0p25_0p75,127000,63,126,1000,-425.1230946817159,61.60292239088449,-587.3651003725827
"[0.25, 0.75]",w_0p25_0p75,128000,63,127,1000,-406.84071383456467,68.22767719929107,-565.1968441791832
"[0.25, 0.75]",w_0p25_0p75,129000,63,128,1000,-404.7518525774358,89.5906908144243,-569.5327003747225
"[0.25, 0.75]",w_0p25_0p75,130000,64,129,1000,-400.643361614113,49.577938401962456,-550.7171282861382
"[0.25, 0.75]",w_0p25_0p75,131000,64,130,1000,-415.166101098097,56.0840312539076,-572.2494785487652
"[0.25, 0.75]",w_0p25_0p75,132000,65,131,1000,-382.8951757621544,59.67989023064729,-530.420197759755
"[0.25, 0.75]",w_0p25_0p75,133000,65,132,1000,-398.9773322461988,54.89819845301099,-550.269175812602
"[0.25, 0.75]",w_0p25_0p75,134000,66,133,1000,-359.4721832263167,95.77579862740822,-511.2215105108917
"[0.25, 0.75]",w_0p25_0p75,135000,66,134,1000,-361.26214163471013,83.84314143285155,-509.63056932389736
"[0.25, 0.75]",w_0p25_0p75,136000,67,135,1000,-352.59908334854117,65.27392314973986,-491.89008551463485
"[0.25, 0.75]",w_0p25_0p75,137000,67,136,1000,-334.0994993119384,105.66260658134706,-480.6868679430336
"[0.25, 0.75]",w_0p25_0p75,138000,68,137,1000,-339.78220006168704,42.98558791738469,-467.3714627213776
"[0.25, 0.75]",w_0p25_0p75,139000,68,138,1000,-333.7650519840681,91.20810820226325,-475.4227720461786
"[0.25, 0.75]",w_0p25_0p75,140000,69,139,1000,-328.69218134852053,48.57067191526585,-454.44646576978266
"[0.25, 0.75]",w_0p25_0p75,141000,69,140,1000,-321.50074895622674,83.36354778101668,-456.4555145353079
"[0.25, 0.75]",w_0p25_0p75,142000,70,141,1000,-322.2991154562833,53.31696593904417,-447.50447592139244
"[0.25, 0.75]",w_0p25_0p75,143000,70,142,1000,-302.59479077658034,104.39025770185981,-438.25647360272706
"[0.25, 0.75]",w_0p25_0p75,144000,71,143,1000,-291.41603485221276,107.10311998310499,-424.255753130652
"[0.25, 0.75]",w_0p25_0p75,145000,71,144,1000,-293.51933640888456,62.84089626578498,-412.3060806337744
"[0.25, 0.75]",w_0p25_0p75,146000,72,145,1000,-296.9215076054461,69.55603399928077,-419.08068814035505
"[0.25, 0.75]",w_0p25_0p75,147000,72,146,1000,-276.981998515359,96.95129883644404,-401.62643096596
"[0.25, 0.75]",w_0p25_0p75,148000,73,147,1000,-268.99026502652487,113.56241735881486,-396.5078258216381
"[0.25, 0.75]",w_0p25_0p75,149000,73,148,1000,-265.76787595110363,101.52314662246499,-388.19821680895984
"[0.25, 0.75]",w_0p25_0p75,150000,74,149,1000,-259.8013981211261,86.95008056488587,-375.3852243497968
"[0.25, 0.75]",w_0p25_0p75,151000,74,150,1000,-262.5661106995103,107.7987977337907,-386.0210801772773
"[0.25, 0.75]",w_0p25_0p75,152000,75,151,1000,-247.19471864250954,96.23848643386737,-361.6724536679685
"[0.25, 0.75]",w_0p25_0p75,153000,75,152,1000,-250.93973015657502,121.57591476891685,-375.11161179840565
"[0.25, 0.75]",w_0p25_0p75,154000,76,153,1000,-242.51686330532175,95.83316421428754,-355.3002058118582
"[0.25, 0.75]",w_0p25_0p75,155000,76,154,1000,-234.6546146620094,139.81384949869243,-359.47743604891
"[0.25, 0.75]",w_0p25_0p75,156000,77,155,1000,-233.80877002494344,79.70628470637166,-338.31378826871514
"[0.25, 0.75]",w_0p25_0p75,157000,77,156,1000,-230.19847307760938,136.3398741488636,-352.37792215310037
"[0.25, 0.75]",w_0p25_0p75,158000,78,157,1000,-226.2423429066548,104.93765251571313,-336.6356747141108
"[0.25, 0.75]",w_0p25_0p75,159000,78,158,1000,-202.2819120727363,136.7906481178943,-315.3060988029465
"[0.25, 0.75]",w_0p25_0p75,160000,79,159,1000,-209.06407989247964,109.46791609699721,-315.2414118889719
"[0.25, 0.75]",w_0p25_0p75,161000,79,160,1000,-200.58120263890305,112.58239328820491,-304.96906794793904
"[0.25, 0.75]",w_0p25_0p75,162000,80,161,1000,-208.59896782294163,113.36257434274012,-315.9194818781689
"[0.25, 0.75]",w_0p25_0p75,163000,80,162,1000,-193.23359488525603,155.67082642234163,-309.53506865445524
"[0.25, 0.75]",w_0p25_0p75,164000,81,163,1000,-198.88428033548553,119.12042718063458,-304.88584950752556
"[0.25, 0.75]",w_0p25_0p75,165000,81,164,1000,-203.09002309221978,98.05228986500879,-303.47079407796264
"[0.25, 0.75]",w_0p25_0p75,166000,82,165,1000,-198.7007066840306,86.13082501664758,-293.64455058425665
"[0.25, 0.75]",w_0p25_0p75,167000,82,166,1000,-195.99429727457755,106.99715410004137,-296.99144773278385
"[0.25, 0.75]",w_0p25_0p75,168000,83,167,1000,-186.45193445504992,101.00163092894945,-282.2697895830497
"[0.25, 0.75]",w_0p25_0p75,169000,83,168,1000,-179.94871608067115,119.98905009061855,-279.92797147110105
"[0.25, 0.75]",w_0p25_0p75,170000,84,169,1000,-181.00799201724294,93.32708105939673,-272.45301637612283
"[0.25, 0.75]",w_0p25_0p75,171000,84,170,1000,-173.18425987158116,96.31503955795779,-263.0173596814275
