weight,weight_name,global_step,update,episode,episode_length,scalarized_return,return_obj_0,return_obj_1
"[0.0, 1.0]",w_0p00_1p00,53000,26,52,1000,-1600.6869141757488,8.94155416067224,-1600.6869141757488
"[0.0, 1.0]",w_0p00_1p00,54000,27,53,1000,-1552.0058204233646,-42.89364205757738,-1552.0058204233646
"[0.0, 1.0]",w_0p00_1p00,55000,27,54,1000,-1558.4074224680662,-21.218132336769486,-1558.4074224680662
"[0.0, 1.0]",w_0p00_1p00,56000,28,55,1000,-1520.1427798867226,-20.357342078335932,-1520.1427798867226
"[0.0, 1.0]",w_0p00_1p00,57000,28,56,1000,-1518.1028776317835,24.650903508008923,-1518.1028776317835
"[0.0, 1.0]",w_0p00_1p00,58000,29,57,1000,-1490.887867860496,-14.189746326257591,-1490.887867860496
"[0.0, 1.0]",w_0p00_1p00,59000,29,58,1000,-1425.0429358929396,-41.524564446066506,-1425.0429358929396
"[0.0, 1.0]",w_0p00_1p00,60000,30,59,1000,-1385.00837187469,-50.73391683631053,-1385.00837187469
"[0.0, 1.0]",w_0p00_1p00,61000,30,60,1000,-1419.7218169644475,-73.47375434623973,-1419.7218169644475
"[0.0, 1.0]",w_0p00_1p00,62000,31,61,1000,-1357.6566135659814,9.509501422753601,-1357.6566135659814
"[0.0, 1.0]",w_0p00_1p00,63000,31,62,1000,-1337.3828281015158,-49.062280155470944,-1337.3828281015158
"[0.0, 1.0]",w_0p00_1p00,64000,32,63,1000,-1293.7303635179996,30.789412972459104,-1293.7303635179996
"[0.0, 1.0]",w_0p00_1p00,65000,32,64,1000,-1280.9936371296644,-42.219772204291075,-1280.9936371296644
"[0.0, 1.0]",w_0p00_1p00,66000,33,65,1000,-1242.3868719786406,-19.014193797658663,-1242.3868719786406
"[0.0, 1.0]",w_0p00_1p00,67000,33,66,1000,-1242.9007413089275,-62.617591020534746,-1242.9007413089275
"[0.0, 1.0]",w_0p00_1p00,68000,34,67,1000,-1229.121114294976,-35.48069204657804,-1229.121114294976
"[0.0, 1.0]",w_0p00_1p00,69000,34,68,1000,-1195.8589906543493,-58.20289225212764,-1195.8589906543493
"[0.0, 1.0]",w_0p00_1p00,70000,35,69,1000,-1170.1917528286576,-1.7497731676558033,-1170.1917528286576
"[0.0, 1.0]",w_0p00_1p00,71000,35,70,1000,-1170.0949304029346,-62.34491403750144,-1170.0949304029346
"[0.0, 1.0]",w_0p00_1p00,72000,36,71,1000,-1184.0819685570896,-17.6511458507739,-1184.0819685570896
"[0.0, 1.0]",w_0p00_1p00,73000,36,72,1000,-1159.4996221214533,-62.93916264618747,-1159.4996221214533
"[0.0, 1.0]",w_0p00_1p00,74000,37,73,1000,-1099.0900528132915,17.172857245946943,-1099.0900528132915
"[0.0, 1.0]",w_0p00_1p00,75000,37,74,1000,-1120.2012021392584,-69.18142097606324,-1120.2012021392584
"[0.0, 1.0]",w_0p00_1p00,76000,38,75,1000,-1072.824940836057,-77.71291079069488,-1072.824940836057
"[0.0, 1.0]",w_0p00_1p00,77000,38,76,1000,-1068.4509447440505,-49.527075846400294,-1068.4509447440505
"[0.0, 1.0]",w_0p00_1p00,78000,39,77,1000,-1021.0284605920315,-146.16544156661985,-1021.0284605920315
"[0.0, 1.0]",w_0p00_1p00,79000,39,78,1000,-1000.2548998631537,-24.56075096136192,-1000.2548998631537
"[0.0, 1.0]",w_0p00_1p00,80000,40,79,1000,-1056.2324691042304,-27.411603839253075,-1056.2324691042304
"[0.0, 1.0]",w_0p00_1p00,81000,40,80,1000,-973.9544185809791,-56.9235320177977,-973.9544185809791
"[0.0, 1.0]",w_0p00_1p00,82000,41,81,1000,-1012.0289654657245,-57.3553481852141,-1012.0289654657245
"[0.0, 1.0]",w_0p00_1p00,83000,41,82,1000,-964.6989798210561,-27.481793546874542,-964.6989798210561
"[0.0, 1.0]",w_0p00_1p00,84000,42,83,1000,-957.8025375157595,-69.81285334897984,-957.8025375157595
"[0.0, 1.0]",w_0p00_1p00,85000,42,84,1000,-934.0969201251864,-45.99553113395814,-934.0969201251864
"[0.0, 1.0]",w_0p00_1p00,86000,42,85,1000,-916.3766330629587,-48.38347279280424,-916.3766330629587
"[0.0, 1.0]",w_0p00_1p00,87000,43,86,1000,-935.8664889410138,81.80931941466406,-935.8664889410138
"[0.0, 1.0]",w_0p00_1p00,88000,43,87,1000,-913.7360899820924,-80.95384725909389,-913.7360899820924
"[0.0, 1.0]",w_0p00_1p00,89000,44,88,1000,-928.005766235292,-80.57378691059421,-928.005766235292
"[0.0, 1.0]",w_0p00_1p00,90000,44,89,1000,-912.6822184696794,-33.0079999705049,-912.6822184696794
"[0.0, 1.0]",w_0p00_1p00,91000,45,90,1000,-859.3792396560311,-52.378062917647185,-859.3792396560311
"[0.0, 1.0]",w_0p00_1p00,92000,45,91,1000,-831.3331107348204,-19.68385347921867,-831.3331107348204
"[0.0, 1.0]",w_0p00_1p00,93000,46,92,1000,-811.1107579469681,-93.1134842413012,-811.1107579469681
"[0.0, 1.0]",w_0p00_1p00,94000,46,93,1000,-793.5915901213884,-102.17974789830623,-793.5915901213884
"[0.0, 1.0]",w_0p00_1p00,95000,47,94,1000,-802.1395661756396,-48.300072547164746,-802.1395661756396
"[0.0, 1.0]",w_0p00_1p00,96000,47,95,1000,-770.382668543607,-29.165343825479795,-770.382668543607
"[0.0, 1.0]",w_0p00_1p00,97000,48,96,1000,-753.2594635412097,-55.97988879780314,-753.2594635412097
"[0.0, 1.0]",w_0p00_1p00,98000,48,97,1000,-741.0540406033397,-8.581981071320115,-741.0540406033397
"[0.0, 1.0]",w_0p00_1p00,99000,49,98,1000,-709.4447289183736,-25.347807359154103,-709.4447289183736
"[0.0, 1.0]",w_0p00_1p00,100000,49,99,1000,-717.7586898840964,-37.554580156327575,-717.7586898840964
"[0.0, 1.0]",w_0p00_1p00,101000,50,100,1000,-668.0843387655914,-53.98095119255595,-668.0843387655914
"[0.0, 1.0]",w_0p00_1p00,102000,50,101,1000,-690.4137264937162,-57.50996823790774,-690.4137264937162
"[0.0, 1.0]",w_0p00_1p00,103000,51,102,1000,-672.2744111586362,-83.92008929827716,-672.2744111586362
"[0.0, 1.0]",w_0p00_1p00,104000,51,103,1000,-668.8469548337162,-47.40034043567721,-668.8469548337162
"[0.0, 1.0]",w_0p00_1p00,105000,52,104,1000,-662.7786609195173,-34.444825099330046,-662.7786609195173
"[0.0, 1.0]",w_0p00_1p00,106000,52,105,1000,-652.2954414188862,31.110945940716192,-652.2954414188862
"[0.0, 1.0]",w_0p00_1p00,107000,53,106,1000,-606.8301327377558,-17.90250536176609,-606.8301327377558
"[0.0, 1.0]",w_0p00_1p00,108000,53,107,1000,-599.7715461142361,27.504914035322145,-599.7715461142361
"[0.0, 1.0]",w_0p00_1p00,109000,54,108,1000,-608.4244574196637,-12.986403357943573,-608.4244574196637
"[0.0, 1.0]",w_0p00_1p00,110000,54,109,1000,-579.5965792257339,79.1145726031391,-579.5965792257339
"[0.0, 1.0]",w_0p00_1p00,111000,55,110,1000,-579.2158315083943,74.564082243538,-579.2158315083943
"[0.0, 1.0]",w_0p00_1p00,112000,55,111,1000,-546.5789205450565,-20.794435187184718,-546.5789205450565
"[0.0, 1.0]",w_0p00_1p00,113000,56,112,1000,-574.9842644464225,58.20860975072719,-574.9842644464225
"[0.0, 1.0]",w_0p00_1p00,114000,56,113,1000,-543.1476148944348,0.2868040630710311,-543.1476148944348
"[0.0, 1.0]",w_0p00_1p00,115000,57,114,1000,-549.165919162333,82.94206710031722,-549.165919162333
"[0.0, 1.0]",w_0p00_1p00,116000,57,115,1000,-522.0806958898902,-12.832060519176594,-522.0806958898902
"[0.0, 1.0]",w_0p00_1p00,117000,58,116,1000,-534.7935494109988,42.93688778975047,-534.7935494109988
"[0.0, 1.0]",w_0p00_1p00,118000,58,117,1000,-503.7292931564152,31.179890935338335,-503.7292931564152
"[0.0, 1.0]",w_0p00_1p00,119000,59,118,1000,-474.4450039518997,-0.5255080117931357,-474.4450039518997
"[0.0, 1.0]",w_0p00_1p00,120000,59,119,1000,-498.80953756161034,-0.6860568176489323,-498.80953756161034
"[0.0, 1.0]",w_0p00_1p00,121000,60,120,1000,-464.19617538899183,21.63429042266216,-464.19617538899183
"[0.0, 1.0]",w_0p00_1p00,122000,60,121,1000,-460.366175763309,-32.441505106631666,-460.366175763309
"[0.0, 1.0]",w_0p00_1p00,123000,61,122,1000,-462.6684580780566,34.28516239911551,-462.6684580780566
"[0.0, 1.0]",w_0p00_1p00,124000,61,123,1000,-442.15502537228167,15.905220466542232,-442.15502537228167
"[0.0, 1.0]",w_0p00_1p00,125000,62,124,1000,-442.3940197043121,-1.4778348851832561,-442.3940197043121
"[0.0, 1.0]",w_0p00_1p00,126000,62,125,1000,-413.95905685797334,41.03682890208074,-413.95905685797334
"[0.0, 1.0]",w_0p00_1p00,127000,63,126,1000,-423.0075832065195,16.734913071326446,-423.0075832065195
"[0.0, 1.0]",w_0p00_1p00,128000,63,127,1000,-402.4514600560069,-0.81348089830135,-402.4514600560069
"[0.0, 1.0]",w_0p00_1p00,129000,63,128,1000,-390.67138520628214,-3.194878787297057,-390.67138520628214
"[0.0, 1.0]",w_0p00_1p00,130000,64,129,1000,-404.53788992762566,31.312535459990613,-404.53788992762566
"[0.0, 1.0]",w_0p00_1p00,131000,64,130,1000,-399.68727829679847,11.68804154350073,-399.68727829679847
"[0.0, 1.0]",w_0p00_1p00,132000,65,131,1000,-375.42693785764277,-12.135063909307064,-375.42693785764277
"[0.0, 1.0]",w_0p00_1p00,133000,65,132,1000,-366.95871542207897,-8.248994520690758,-366.95871542207897
"[0.0, 1.0]",w_0p00_1p00,134000,66,133,1000,-344.8137061856687,-16.855698935250985,-344.8137061856687
"[0.0, 1.0]",w_0p00_1p00,135000,66,134,1000,-357.87768279388547,-26.432508192578098,-357.87768279388547
"[0.0, 1.0]",w_0p00_1p00,136000,67,135,1000,-330.95083337277174,12.058643359363487,-330.95083337277174
"[0.0, 1.0]",w_0p00_1p00,137000,67,136,1000,-330.507456459105,-35.068134358967654,-330.507456459105
"[0.0, 1.0]",w_0p00_1p00,138000,68,137,1000,-314.2115762978792,12.333902288315585,-314.2115762978792
"[0.0, 1.0]",w_0p00_1p00,139000,68,138,1000,-321.2624502722174,7.922554599492287,-321.2624502722174
"[0.0, 1.0]",w_0p00_1p00,140000,69,139,1000,-317.6007152199745,-21.62163972388953,-317.6007152199745
"[0.0, 1.0]",w_0p00_1p00,141000,69,140,1000,-303.4460954805836,-1.0347026494782767,-303.4460954805836
"[0.0, 1.0]",w_0p00_1p00,142000,70,141,1000,-310.59109630063176,11.216322324515204,-310.59109630063176
"[0.0, 1.0]",w_0p00_1p00,143000,70,142,1000,-306.0463362839073,-14.030404337565415,-306.0463362839073
"[0.0, 1.0]",w_0p00_1p00,144000,71,143,1000,-295.52939855121076,-0.9571662898379145,-295.52939855121076
"[0.0, 1.0]",w_0p00_1p00,145000,71,144,1000,-289.1623103637248,15.818250143027399,-289.1623103637248
"[0.0, 1.0]",w_0p00_1p00,146000,72,145,1000,-278.11459661088884,31.83889595139044,-278.11459661088884
"[0.0, 1.0]",w_0p00_1p00,147000,72,146,1000,-277.63128120079637,-14.833866810949985,-277.63128120079637
"[0.0, 1.0]",w_0p00_1p00,148000,73,147,1000,-268.02522280067205,7.73628790906514,-268.02522280067205
"[0.0, 1.0]",w_0p00_1p00,149000,73,148,1000,-263.8537627486512,41.508883338276064,-263.8537627486512
"[0.0, 1.0]",w_0p00_1p00,150000,74,149,1000,-253.24625152722,29.571704464033246,-253.24625152722
"[0.0, 1.0]",w_0p00_1p00,151000,74,150,1000,-264.96760495379567,5.7721024669735925,-264.96760495379567
"[0.0, 1.0]",w_0p00_1p00,152000,75,151,1000,-242.67196299601346,12.692644742317498,-242.67196299601346
"[0.0, 1.0]",w_0p00_1p00,153000,75,152,1000,-238.55573098175228,11.71953595422383,-238.55573098175228
"[0.0, 1.0]",w_0p00_1p00,154000,76,153,1000,-233.81424018461257,30.16854165033874,-233.81424018461257
"[0.0, 1.0]",w_0p00_1p00,155000,76,154,1000,-242.11384190060198,34.15404398545911,-242.11384190060198
"[0.0, 1.0]",w_0p00_1p00,156000,77,155,1000,-235.75529272668064,39.86424428155442,-235.75529272668064
"[0.0, 1.0]",w_0p00_1p00,157000,77,156,1000,-230.10134620778263,20.960124778881436,-230.10134620778263
"[0.0, 1.0]",w_0p00_1p00,158000,78,157,1000,-217.55665701720864,31.56338800874073,-217.55665701720864
"[0.0, 1.0]",w_0p00_1p00,159000,78,158,1000,-209.7279466316104,14.268127659648599,-209.7279466316104
"[0.0, 1.0]",w_0p00_1p00,160000,79,159,1000,-209.25423864554614,29.215214507305063,-209.25423864554614
"[0.0, 1.0]",w_0p00_1p00,161000,79,160,1000,-204.00438329018652,9.925702319596894,-204.00438329018652
"[0.0, 1.0]",w_0p00_1p00,162000,80,161,1000,-196.63342319056392,3.7635127193207154,-196.63342319056392
"[0.0, 1.0]",w_0p00_1p00,163000,80,162,1000,-192.2119362181984,12.455723521195978,-192.2119362181984
"[0.0, 1.0]",w_0p00_1p00,164000,81,163,1000,-193.71001216955483,3.1430800217203796,-193.71001216955483
"[0.0, 1.0]",w_0p00_1p00,165000,81,164,1000,-181.6201545940712,3.1099393707554555,-181.6201545940712
"[0.0, 1.0]",w_0p00_1p00,166000,82,165,1000,-181.65064331609756,21.332653111894615,-181.65064331609756
"[0.0, 1.0]",w_0p00_1p00,167000,82,166,1000,-170.34541083080694,19.23840061351075,-170.34541083080694
"[0.0, 1.0]",w_0p00_1p00,168000,83,167,1000,-179.7987037524581,21.717998684871418,-179.7987037524581
"[0.0, 1.0]",w_0p00_1p00,169000,83,168,1000,-162.27489584870636,16.382591297103318,-162.27489584870636
"[0.0, 1.0]",w_0p00_1p00,170000,84,169,1000,-165.30536722857505,19.727034400202683,-165.30536722857505
"[0.0, 1.0]",w_0p00_1p00,171000,84,170,1000,-154.9174528880976,12.796301769441925,-154.9174528880976
"[0.0, 1.0]",w_0p00_1p00,172000,84,171,1000,-159.20135587640107,13.134240826926543,-159.20135587640107
"[0.0, 1.0]",w_0p00_1p00,173000,85,172,1000,-157.26117980387062,23.023946777393576,-157.26117980387062
"[0.0, 1.0]",w_0p00_1p00,174000,85,173,1000,-161.3765291981399,22.96849742467748,-161.3765291981399
"[0.0, 1.0]",w_0p00_1p00,175000,86,174,1000,-151.29279609583318,-2.2698068511963356,-151.29279609583318
"[0.0, 1.0]",w_0p00_1p00,176000,86,175,1000,-147.76968036964536,14.320637775439536,-147.76968036964536
"[0.0, 1.0]",w_0p00_1p00,177000,87,176,1000,-144.91778513183817,7.135335554252379,-144.91778513183817
"[0.0, 1.0]",w_0p00_1p00,178000,87,177,1000,-142.62566227721982,12.500842619483592,-142.62566227721982
"[0.0, 1.0]",w_0p00_1p00,179000,88,178,1000,-133.74190329946578,7.806531183578954,-133.74190329946578
"[0.0, 1.0]",w_0p00_1p00,180000,88,179,1000,-134.07875940855592,2.042928660172038,-134.07875940855592
"[0.0, 1.0]",w_0p00_1p00,181000,89,180,1000,-129.7619095891714,0.5596299107419327,-129.7619095891714
"[0.0, 1.0]",w_0p00_1p00,182000,89,181,1000,-129.43361959792674,-2.5218696150986943,-129.43361959792674
"[0.0, 1.0]",w_0p00_1p00,183000,90,182,1000,-126.29888014821336,-1.4286954626550141,-126.29888014821336
"[0.0, 1.0]",w_0p00_1p00,184000,90,183,1000,-126.26116656023078,5.298670219970518,-126.26116656023078
"[0.0, 1.0]",w_0p00_1p00,185000,91,184,1000,-121.68211331684142,1.1284810324432328,-121.68211331684142
"[0.0, 1.0]",w_0p00_1p00,186000,91,185,1000,-120.55684128403664,1.918861566015039,-120.55684128403664
"[0.0, 1.0]",w_0p00_1p00,187000,92,186,1000,-116.86848249286413,6.3352605318359565,-116.86848249286413
"[0.0, 1.0]",w_0p00_1p00,188000,92,187,1000,-116.07435396220535,8.342470559786307,-116.07435396220535
"[0.0, 1.0]",w_0p00_1p00,189000,93,188,1000,-115.93278063740581,7.9627430654654745,-115.93278063740581
"[0.0, 1.0]",w_0p00_1p00,190000,93,189,1000,-110.43879145849496,3.82029925781535,-110.43879145849496
"[0.0, 1.0]",w_0p00_1p00,191000,94,190,1000,-109.60572594031692,0.21143719548854278,-109.60572594031692
"[0.0, 1.0]",w_0p00_1p00,192000,94,191,1000,-107.43681286508217,1.81152009734069,-107.43681286508217
"[0.0, 1.0]",w_0p00_1p00,193000,95,192,1000,-108.95521895471029,6.837135382418637,-108.95521895471029
"[0.0, 1.0]",w_0p00_1p00,194000,95,193,1000,-103.80937833758071,11.798111169118783,-103.80937833758071
"[0.0, 1.0]",w_0p00_1p00,195000,96,194,1000,-103.31095218798146,4.208406942876536,-103.31095218798146
"[0.0, 1.0]",w_0p00_1p00,196000,96,195,1000,-97.37726442329586,8.72462123335572,-97.37726442329586
"[0.0, 1.0]",w_0p00_1p00,197000,97,196,1000,-93.68286184919998,4.5297161815542495,-93.68286184919998
"[0.0, 1.0]",w_0p00_1p00,198000,97,197,1000,-92.03627282055095,4.072266190807568,-92.03627282055095
"[0.0, 1.0]",w_0p00_1p00,199000,98,198,1000,-95.58925468334928,4.900711296049849,-95.58925468334928
"[0.0, 1.0]",w_0p00_1p00,200000,98,199,1000,-92.11712462082505,3.382061864103889,-92.11712462082505
"[0.0, 1.0]",w_0p00_1p00,201000,99,200,1000,-89.31831173738465,3.3170462408525054,-89.31831173738465
"[0.0, 1.0]",w_0p00_1p00,202000,99,201,1000,-86.8075236659497,1.9165401927602943,-86.8075236659497
"[0.0, 1.0]",w_0p00_1p00,203000,100,202,1000,-86.99303821101785,2.8331745277391747,-86.99303821101785
"[0.0, 1.0]",w_0p00_1p00,204000,100,203,1000,-84.68584454897791,-3.4280840656210785,-84.68584454897791
"[0.0, 1.0]",w_0p00_1p00,205000,101,204,1000,-83.73674743063748,1.650272584767663,-83.73674743063748
"[0.0, 1.0]",w_0p00_1p00,206000,101,205,1000,-79.58391288248822,-0.41461604309733957,-79.58391288248822
"[0.0, 1.0]",w_0p00_1p00,207000,102,206,1000,-80.21487879892811,-1.429340130664059,-80.21487879892811
"[0.0, 1.0]",w_0p00_1p00,208000,102,207,1000,-76.72792929736897,1.4265993856151908,-76.72792929736897
"[0.0, 1.0]",w_0p00_1p00,209000,103,208,1000,-75.10072390781716,2.7479693509230856,-75.10072390781716
"[0.0, 1.0]",w_0p00_1p00,210000,103,209,1000,-72.29281836107839,-2.1129920071107335,-72.29281836107839
"[0.0, 1.0]",w_0p00_1p00,211000,104,210,1000,-75.83047356829047,-1.9099078226972779,-75.83047356829047
"[0.0, 1.0]",w_0p00_1p00,212000,104,211,1000,-71.9645384401083,-5.1910817949683405,-71.9645384401083
"[0.0, 1.0]",w_0p00_1p00,213000,105,212,1000,-67.3584709353745,-1.135648750292603,-67.3584709353745
"[0.0, 1.0]",w_0p00_1p00,214000,105,213,1000,-67.62010483583435,-7.1643769208021695,-67.62010483583435
"[0.0, 1.0]",w_0p00_1p00,215000,105,214,1000,-71.079659037292,-1.1518888021455496,-71.079659037292
"[0.0, 1.0]",w_0p00_1p00,216000,106,215,1000,-65.67364743282087,-2.4036641704406065,-65.67364743282087
"[0.0, 1.0]",w_0p00_1p00,217000,106,216,1000,-64.93695852486417,-4.890174184911302,-64.93695852486417
"[0.0, 1.0]",w_0p00_1p00,218000,107,217,1000,-63.52049013506621,-5.468505123397335,-63.52049013506621
"[0.0, 1.0]",w_0p00_1p00,219000,107,218,1000,-62.84974221675657,0.3048242014774587,-62.84974221675657
"[0.0, 1.0]",w_0p00_1p00,220000,108,219,1000,-61.06437969626859,-2.6936084653279977,-61.06437969626859
"[0.0, 1.0]",w_0p00_1p00,221000,108,220,1000,-59.17794679570943,-1.0155928105377825,-59.17794679570943
"[0.0, 1.0]",w_0p00_1p00,222000,109,221,1000,-56.78853110305499,-6.549144281423651,-56.78853110305499
"[0.0, 1.0]",w_0p00_1p00,223000,109,222,1000,-57.912311325315386,-5.036096730356803,-57.912311325315386
"[0.0, 1.0]",w_0p00_1p00,224000,110,223,1000,-55.01720598182874,-7.596358056907775,-55.01720598182874
"[0.0, 1.0]",w_0p00_1p00,225000,110,224,1000,-53.902386689325795,-4.963604502787348,-53.902386689325795
"[0.0, 1.0]",w_0p00_1p00,226000,111,225,1000,-52.524091051425785,-4.057149837375732,-52.524091051425785
"[0.0, 1.0]",w_0p00_1p00,227000,111,226,1000,-50.66491907509044,-8.703661071813258,-50.66491907509044
"[0.0, 1.0]",w_0p00_1p00,228000,112,227,1000,-49.47827009274624,-2.6443964166246587,-49.47827009274624
"[0.0, 1.0]",w_0p00_1p00,229000,112,228,1000,-50.04842450469732,-3.2147918038840544,-50.04842450469732
"[0.0, 1.0]",w_0p00_1p00,230000,113,229,1000,-49.52065993146971,-3.654324648767215,-49.52065993146971
"[0.0, 1.0]",w_0p00_1p00,231000,113,230,1000,-45.450717174680904,-6.9807163029763615,-45.450717174680904
"[0.0, 1.0]",w_0p00_1p00,232000,114,231,1000,-44.482734431978315,-4.290276705392898,-44.482734431978315
"[0.0, 1.0]",w_0p00_1p00,233000,114,232,1000,-45.77655891003087,-4.206935781970969,-45.77655891003087
"[0.0, 1.0]",w_0p00_1p00,234000,115,233,1000,-44.31348908878863,-2.3436364283552393,-44.31348908878863
