checkpoint,weight,weight_name,eval_episodes,mean_scalarized_return,std_scalarized_return,mean_episode_length,mean_obj_0,mean_obj_1,std_obj_0,std_obj_1
w_0p00_1p00.pt,"[0.0, 1.0]",w_0p00_1p00,5,-1.106679004477337,0.008208751645275332,1000.0,-0.3482242220720305,-1.106679004477337,0.5731295219809672,0.008208751645275332
w_0p25_0p75.pt,"[0.25, 0.75]",w_0p25_0p75,5,230.07409934094176,0.8678466294971141,1000.0,1555.7837319578975,-211.82911153137684,4.682216485982495,0.464141404222099
w_0p50_0p50.pt,"[0.5, 0.5]",w_0p50_0p50,5,276.07836918507235,6.033926702912334,1000.0,789.6420103887561,-237.48527201861143,17.607184319310903,5.688466679116979
w_0p75_0p25.pt,"[0.75, 0.25]",w_0p75_0p25,5,334.95663979975643,215.95001672395884,1000.0,777.4076973764866,-992.3965329304338,254.43745190982187,103.65603406615914
w_1p00_0p00.pt,"[1.0, 0.0]",w_1p00_0p00,5,1020.3143517339893,63.20818509862119,1000.0,1020.3143517339893,-3063.147041529417,63.20818509862119,47.16020207198522
