target_id,target_return,target_horizon,eval_episodes,mean_episode_length,target_obj_0,target_obj_1,mean_obj_0,mean_obj_1,std_obj_0,std_obj_1
0,"[-9.111642837524414, -159.20162963867188]",300,5,300.0,-9.111642837524414,-159.20162963867188,-16.874012425920228,-348.5916050553322,5.1119798933979625,3.2182481941940653
1,"[8.643577575683594, -161.1107940673828]",300,5,300.0,8.643577575683594,-161.1107940673828,-4.662349624770604,-377.2247704446316,4.039209635357521,22.561480854987572
2,"[10.298473358154297, -165.02496337890625]",300,5,300.0,10.298473358154297,-165.02496337890625,-7.106132018899652,-405.70027839541433,8.477268415327167,39.18537566831827
3,"[19.456804275512695, -165.75791931152344]",300,5,300.0,19.456804275512695,-165.75791931152344,13.2809148212276,-438.3423341393471,6.139044150234508,32.4217748784967
4,"[23.880321502685547, -166.54563903808594]",300,5,300.0,23.880321502685547,-166.54563903808594,18.153512086934004,-440.19388180375097,7.170525416878574,43.42045335412218
5,"[28.022998809814453, -172.86753845214844]",300,5,300.0,28.022998809814453,-172.86753845214844,21.559871774852866,-436.65601271390915,6.543773993827441,35.877525962404576
6,"[30.771699905395508, -177.56268310546875]",300,5,300.0,30.771699905395508,-177.56268310546875,24.025936996972504,-422.9043032348156,7.553839297016279,33.131179930625855
