return_obj_0,return_obj_1,return_obj_2
9.530279,13.83704,-0.7769498
14.5688305,12.560175,-2.2014415
7.065747,13.630886,-2.845795
14.455587,18.40667,0.32495344
7.6398363,12.867143,-0.5139737
14.027046,14.293159,-3.8648434
9.46418,10.959822,-0.43220037
16.46999,20.500614,-0.46209067
7.0393043,20.00781,-1.886647
9.580402,12.15887,0.6701352
9.422083,20.312538,-3.9533782
5.4345493,18.851685,1.1714616
6.186219,13.707768,-2.7630155
15.418253,11.5816345,-1.6259966
