target_id,target_return,target_horizon,eval_episodes,mean_episode_length,target_obj_0,target_obj_1,mean_obj_0,mean_obj_1,std_obj_0,std_obj_1
0,"[-4.5507683753967285, -146.86526489257812]",200,3,200.0,-4.5507683753967285,-146.86526489257812,9.726908084508182,-379.90998490651447,0.7952699551415834,0.2986539734431455
1,"[8.68277645111084, -149.13040161132812]",200,3,200.0,8.68277645111084,-149.13040161132812,14.057735874968065,-375.38277129332226,0.806621755712084,0.3469637027306965
2,"[10.582996368408203, -154.39134216308594]",200,3,200.0,10.582996368408203,-154.39134216308594,13.568487439783079,-375.8734520673752,0.8823033510347684,0.0
3,"[24.510339736938477, -162.090576171875]",200,3,200.0,24.510339736938477,-162.090576171875,13.370731269662372,-374.40140974521637,0.5954126892665194,0.0
