target_id,distance_to_command,target_obj_0,target_obj_1,mean_obj_0,std_obj_0,mean_obj_1,std_obj_1
0,21.072978973388672,62.83447265625,64.89395141601562,80.53919219970703,0.0,76.32257080078125,0.0
1,9.896597862243652,74.24911499023438,64.19380187988281,74.57854461669922,0.0,74.08491516113281,0.0
2,17.122535705566406,61.632293701171875,66.46499633789062,76.85662841796875,0.0,74.30086517333984,0.0
3,17.60121726989746,74.74949645996094,62.99654769897461,70.48206329345703,0.0,80.0726089477539,0.0
4,15.007208824157715,76.94481658935547,60.70893859863281,75.49845123291016,0.0,75.64628601074219,0.0
5,10.302201271057129,71.14008331298828,64.64644622802734,77.0745849609375,0.0,73.06767272949219,0.0
