iteration,phase,num_trajectories,num_transitions,mean_length,num_nondominated,mean_obj_0,best_obj_0,mean_obj_1,best_obj_1,mean_obj_2,best_obj_2,mean_obj_3,best_obj_3,loss
0,initial,6,300,50.0,4,13.338942527770996,21.17759895324707,10.146049499511719,17.376649856567383,13.77679443359375,19.937149047851562,9.766190528869629,17.804506301879883,
1,train,8,400,50.0,5,13.01335334777832,21.17759895324707,10.623241424560547,17.376649856567383,14.504837036132812,19.937149047851562,8.662137031555176,17.804506301879883,2.1860074480374654
2,train,10,500,50.0,6,14.204580307006836,22.404041290283203,10.264162063598633,17.376649856567383,15.133700370788574,19.937149047851562,8.841373443603516,17.804506301879883,2.1717331051826476
3,train,12,600,50.0,8,15.238998413085938,22.62108612060547,8.822516441345215,17.376649856567383,15.820991516113281,21.13285255432129,7.70046854019165,17.804506301879883,2.163318622112274
4,train,14,700,50.0,10,15.53028392791748,22.62108612060547,9.379071235656738,17.376649856567383,15.794816970825195,21.13285255432129,8.55356502532959,17.804506301879883,2.164721755186717
