seed,n_solutions,n_nondominated_local,n_nondominated_global,normalized_hv_mc_common_scale,mean_obj_0_mean,mean_obj_0_max,mean_obj_1_mean,mean_obj_1_max,mean_obj_2_mean,mean_obj_2_max
0,36,19,15,0.49008054375000004,502.2475237240582,575.2519841194153,260.23295985452,289.9275953074296,351.7148123269866,496.3848139345646
1,36,31,22,0.48736012500000003,509.6609925963329,538.1179452737173,267.0191637407299,583.1825297673544,383.0339358712081,482.9639889259512
