target_id,distance_to_command,target_obj_0,target_obj_1,target_obj_2,target_obj_3,mean_obj_0,std_obj_0,mean_obj_1,std_obj_1,mean_obj_2,std_obj_2,mean_obj_3,std_obj_3
0,5.316380023956299,17.896438598632812,13.93233871459961,17.716747283935547,13.15207576751709,14.991239547729492,0.0,16.138477325439453,0.0,15.77171516418457,0.0,16.4947566986084,0.0
1,6.688726425170898,18.63136100769043,12.255090713500977,17.362363815307617,13.231314659118652,14.686369895935059,0.0,16.410188674926758,0.0,15.71795654296875,0.0,16.265649795532227,0.0
2,8.026945114135742,17.2929744720459,14.470406532287598,20.648778915405273,10.827216148376465,14.683574676513672,0.0,16.414592742919922,0.0,15.7195405960083,0.0,16.262805938720703,0.0
3,11.295334815979004,13.756196975708008,13.261739730834961,22.88359260559082,7.108792304992676,15.155981063842773,0.0,16.54892349243164,0.0,16.606395721435547,0.0,15.793054580688477,0.0
4,9.694470405578613,18.088172912597656,13.660804748535156,22.343666076660156,10.576679229736328,14.992119789123535,0.0,16.138229370117188,0.0,15.770275115966797,0.0,16.496992111206055,0.0
5,6.200104713439941,13.118790626525879,16.854244232177734,18.724321365356445,11.103691101074219,14.69129753112793,0.0,16.403024673461914,0.0,15.714584350585938,0.0,16.271514892578125,0.0
