target_id,distance_to_command,target_obj_0,target_obj_1,mean_obj_0,std_obj_0,mean_obj_1,std_obj_1
0,5.629932403564453,-3.6611642837524414,-5.45738410949707,-1.9647696018218994,0.0,-0.08910823613405228,0.0
1,6.5804443359375,-1.3556066751480103,-5.069666862487793,2.9549574851989746,0.0,-0.09761683642864227,0.0
2,9.788169860839844,11.165547370910645,-6.502593994140625,3.7772293090820312,0.0,-0.08223393559455872,0.0
3,8.56186294555664,7.3453192710876465,-5.086531639099121,0.3771911859512329,0.0,-0.11152510344982147,0.0
4,5.073346138000488,-1.314778447151184,-5.06837797164917,-0.4051273465156555,0.0,-0.07724808901548386,0.0
5,9.50736141204834,-3.8945369720458984,-5.052731990814209,4.215439319610596,0.0,-0.09105762839317322,0.0
