return_obj_0,return_obj_1
6.2375355,-130.10066
10.535798,-150.25883
-2.4612372,-128.75262
-13.985926,-136.4177
2.886134,-128.39723
16.56867,-135.45018
-14.866671,-141.16475
-13.303616,-137.00958
-9.72299,-131.93013
-18.79242,-135.4808
-2.0006921,-141.80482
-28.067791,-124.4716
15.526358,-131.56044
-7.3581104,-136.7098
