weight,weight_name,global_step,update,episode,episode_length,scalarized_return,return_obj_0,return_obj_1
"[0.0, 1.0]",w_0p00_1p00,26000,13,25,1000,-2532.126750230789,-37.964191458188,-2532.126750230789
"[0.0, 1.0]",w_0p00_1p00,27000,14,26,1000,-2461.2318679094315,-172.18417577119544,-2461.2318679094315
"[0.0, 1.0]",w_0p00_1p00,28000,14,27,1000,-2437.6037684828043,-53.68369234877173,-2437.6037684828043
"[0.0, 1.0]",w_0p00_1p00,29000,15,28,1000,-2457.2060160934925,-2.0163761035364587,-2457.2060160934925
"[0.0, 1.0]",w_0p00_1p00,30000,15,29,1000,-2364.3111233115196,-56.073619790840894,-2364.3111233115196
"[0.0, 1.0]",w_0p00_1p00,31000,16,30,1000,-2312.565122872591,-47.51805718411924,-2312.565122872591
"[0.0, 1.0]",w_0p00_1p00,32000,16,31,1000,-2237.2686061561108,-197.87288059759885,-2237.2686061561108
"[0.0, 1.0]",w_0p00_1p00,33000,17,32,1000,-2294.386289410293,-44.83168274798663,-2294.386289410293
"[0.0, 1.0]",w_0p00_1p00,34000,17,33,1000,-2199.1473104655743,-195.4016198416939,-2199.1473104655743
"[0.0, 1.0]",w_0p00_1p00,35000,18,34,1000,-2240.088014140725,-83.97021237690933,-2240.088014140725
"[0.0, 1.0]",w_0p00_1p00,36000,18,35,1000,-2141.2010641396046,22.11084026331082,-2141.2010641396046
"[0.0, 1.0]",w_0p00_1p00,37000,19,36,1000,-2156.3726761192083,-175.51268834026996,-2156.3726761192083
"[0.0, 1.0]",w_0p00_1p00,38000,19,37,1000,-2084.1025997400284,-106.51981633133255,-2084.1025997400284
"[0.0, 1.0]",w_0p00_1p00,39000,20,38,1000,-2096.6585460156202,-191.72587130020838,-2096.6585460156202
"[0.0, 1.0]",w_0p00_1p00,40000,20,39,1000,-2057.7090092897415,22.103374960384826,-2057.7090092897415
"[0.0, 1.0]",w_0p00_1p00,41000,21,40,1000,-2067.584658436477,-55.43886284570908,-2067.584658436477
"[0.0, 1.0]",w_0p00_1p00,42000,21,41,1000,-1934.9711241275072,-150.87483517170767,-1934.9711241275072
"[0.0, 1.0]",w_0p00_1p00,43000,21,42,1000,-1940.089893862605,-214.6822026299924,-1940.089893862605
"[0.0, 1.0]",w_0p00_1p00,44000,22,43,1000,-1864.1443032249808,-85.4137987147551,-1864.1443032249808
"[0.0, 1.0]",w_0p00_1p00,45000,22,44,1000,-1864.8063138201833,-80.32601495442213,-1864.8063138201833
"[0.0, 1.0]",w_0p00_1p00,46000,23,45,1000,-1887.924905538559,-202.0630342841614,-1887.924905538559
"[0.0, 1.0]",w_0p00_1p00,47000,23,46,1000,-1830.8547859191895,-197.53005534771364,-1830.8547859191895
"[0.0, 1.0]",w_0p00_1p00,48000,24,47,1000,-1771.6053766459227,-65.92546645604307,-1771.6053766459227
"[0.0, 1.0]",w_0p00_1p00,49000,24,48,1000,-1757.216459851712,-117.11388884775806,-1757.216459851712
"[0.0, 1.0]",w_0p00_1p00,50000,25,49,1000,-1702.569408595562,-88.91099055400991,-1702.569408595562
"[0.0, 1.0]",w_0p00_1p00,51000,25,50,1000,-1704.3495649397373,-233.31682930911484,-1704.3495649397373
"[0.0, 1.0]",w_0p00_1p00,52000,26,51,1000,-1623.351577669382,15.15639275405556,-1623.351577669382
"[0.0, 1.0]",w_0p00_1p00,53000,26,52,1000,-1753.3191820532084,-50.12455968424911,-1753.3191820532084
"[0.0, 1.0]",w_0p00_1p00,54000,27,53,1000,-1641.158681847155,-57.90802753702155,-1641.158681847155
"[0.0, 1.0]",w_0p00_1p00,55000,27,54,1000,-1653.5213783085346,-80.53015896806028,-1653.5213783085346
"[0.0, 1.0]",w_0p00_1p00,56000,28,55,1000,-1551.3918142914772,-180.79572847372037,-1551.3918142914772
"[0.0, 1.0]",w_0p00_1p00,57000,28,56,1000,-1537.656826943159,-246.47930606415935,-1537.656826943159
"[0.0, 1.0]",w_0p00_1p00,58000,29,57,1000,-1531.2185214161873,-69.83311107719783,-1531.2185214161873
"[0.0, 1.0]",w_0p00_1p00,59000,29,58,1000,-1544.500612128526,-159.5864093278069,-1544.500612128526
"[0.0, 1.0]",w_0p00_1p00,60000,30,59,1000,-1487.9388929642737,-186.17311226867605,-1487.9388929642737
"[0.0, 1.0]",w_0p00_1p00,61000,30,60,1000,-1454.6130093038082,-158.8221701142138,-1454.6130093038082
"[0.0, 1.0]",w_0p00_1p00,62000,31,61,1000,-1455.6069682464004,-200.7249978884356,-1455.6069682464004
"[0.0, 1.0]",w_0p00_1p00,63000,31,62,1000,-1429.887451082468,-92.46546942766872,-1429.887451082468
"[0.0, 1.0]",w_0p00_1p00,64000,32,63,1000,-1413.4489948749542,-126.91249472930213,-1413.4489948749542
"[0.0, 1.0]",w_0p00_1p00,65000,32,64,1000,-1384.0417370721698,-75.01713087019743,-1384.0417370721698
"[0.0, 1.0]",w_0p00_1p00,66000,33,65,1000,-1371.8455443009734,-11.004006613104139,-1371.8455443009734
"[0.0, 1.0]",w_0p00_1p00,67000,33,66,1000,-1342.7017970234156,-47.4289947465295,-1342.7017970234156
"[0.0, 1.0]",w_0p00_1p00,68000,34,67,1000,-1289.7244414277375,-62.91306139808148,-1289.7244414277375
"[0.0, 1.0]",w_0p00_1p00,69000,34,68,1000,-1283.9719906002283,-162.1281286876183,-1283.9719906002283
"[0.0, 1.0]",w_0p00_1p00,70000,35,69,1000,-1282.1063365191221,-116.80261722014984,-1282.1063365191221
"[0.0, 1.0]",w_0p00_1p00,71000,35,70,1000,-1240.834674552083,-146.46523308643373,-1240.834674552083
"[0.0, 1.0]",w_0p00_1p00,72000,36,71,1000,-1188.4786088839173,-82.42491569765843,-1188.4786088839173
"[0.0, 1.0]",w_0p00_1p00,73000,36,72,1000,-1188.3186911046505,-162.75138376283576,-1188.3186911046505
"[0.0, 1.0]",w_0p00_1p00,74000,37,73,1000,-1175.5697279907763,-81.97231753275264,-1175.5697279907763
"[0.0, 1.0]",w_0p00_1p00,75000,37,74,1000,-1164.5098588094115,-85.9959608928184,-1164.5098588094115
"[0.0, 1.0]",w_0p00_1p00,76000,38,75,1000,-1099.7599908858538,-185.25774979405105,-1099.7599908858538
"[0.0, 1.0]",w_0p00_1p00,77000,38,76,1000,-1072.764761596918,-129.75038050749572,-1072.764761596918
"[0.0, 1.0]",w_0p00_1p00,78000,39,77,1000,-1093.552935687825,-104.44516612048028,-1093.552935687825
"[0.0, 1.0]",w_0p00_1p00,79000,39,78,1000,-1067.8865647129714,-42.469046515994705,-1067.8865647129714
"[0.0, 1.0]",w_0p00_1p00,80000,40,79,1000,-1067.1678289696574,-170.7095465695893,-1067.1678289696574
"[0.0, 1.0]",w_0p00_1p00,81000,40,80,1000,-1004.5004209801555,-179.1203725117075,-1004.5004209801555
"[0.0, 1.0]",w_0p00_1p00,82000,41,81,1000,-981.2346448898315,-144.36677140108804,-981.2346448898315
"[0.0, 1.0]",w_0p00_1p00,83000,41,82,1000,-978.9472173675895,-79.82505473634228,-978.9472173675895
"[0.0, 1.0]",w_0p00_1p00,84000,42,83,1000,-996.795589774847,-87.69104673839229,-996.795589774847
"[0.0, 1.0]",w_0p00_1p00,85000,42,84,1000,-938.7193283550441,-43.32154743737192,-938.7193283550441
"[0.0, 1.0]",w_0p00_1p00,86000,42,85,1000,-952.1731950193644,-136.6461081903908,-952.1731950193644
"[0.0, 1.0]",w_0p00_1p00,87000,43,86,1000,-917.1814851388335,-115.64576652582036,-917.1814851388335
"[0.0, 1.0]",w_0p00_1p00,88000,43,87,1000,-924.6344606019557,-119.81035665568197,-924.6344606019557
"[0.0, 1.0]",w_0p00_1p00,89000,44,88,1000,-881.3639783114195,-69.12665296855266,-881.3639783114195
"[0.0, 1.0]",w_0p00_1p00,90000,44,89,1000,-889.3621524684131,-67.56361724159797,-889.3621524684131
"[0.0, 1.0]",w_0p00_1p00,91000,45,90,1000,-835.6776045635343,-95.94348136521876,-835.6776045635343
"[0.0, 1.0]",w_0p00_1p00,92000,45,91,1000,-835.2437816839665,-170.86428143094236,-835.2437816839665
"[0.0, 1.0]",w_0p00_1p00,93000,46,92,1000,-827.7483990713954,-102.08388659380216,-827.7483990713954
"[0.0, 1.0]",w_0p00_1p00,94000,46,93,1000,-828.1662425156683,-99.05163642959087,-828.1662425156683
"[0.0, 1.0]",w_0p00_1p00,95000,47,94,1000,-772.7812057584524,-113.172262899403,-772.7812057584524
"[0.0, 1.0]",w_0p00_1p00,96000,47,95,1000,-764.6997895352542,-77.48599373761681,-764.6997895352542
"[0.0, 1.0]",w_0p00_1p00,97000,48,96,1000,-724.115520209074,-108.0921292717976,-724.115520209074
"[0.0, 1.0]",w_0p00_1p00,98000,48,97,1000,-711.410847812891,-86.66515532575431,-711.410847812891
"[0.25, 0.75]",w_0p25_0p75,1000,1,0,1000,-2325.815026059543,-107.96686440624762,-3065.0977466106415
"[0.25, 0.75]",w_0p25_0p75,2000,1,1,1000,-2272.0159120549215,163.98833433212712,-3084.017327517271
"[0.25, 0.75]",w_0p25_0p75,3000,2,2,1000,-2329.4288042903936,-135.15627228061203,-3060.8529816269875
"[0.25, 0.75]",w_0p25_0p75,4000,2,3,1000,-2326.934864742303,8.528498122119345,-3105.422652363777
"[0.25, 0.75]",w_0p25_0p75,5000,3,4,1000,-2186.612895339531,188.00069822449586,-2978.150759860873
"[0.25, 0.75]",w_0p25_0p75,6000,3,5,1000,-2240.747599397466,41.721116987406276,-3001.57050485909
"[0.25, 0.75]",w_0p25_0p75,7000,4,6,1000,-2278.2312503577123,-127.6094699386158,-2995.1051771640778
"[0.25, 0.75]",w_0p25_0p75,8000,4,7,1000,-2292.0615758360073,-351.9924367609201,-2938.7512888610363
"[0.25, 0.75]",w_0p25_0p75,9000,5,8,1000,-2250.1537796618068,-132.81521358550526,-2955.9333016872406
"[0.25, 0.75]",w_0p25_0p75,10000,5,9,1000,-2243.408674174978,-106.71988485031761,-2955.6382706165314
"[0.25, 0.75]",w_0p25_0p75,11000,6,10,1000,-2211.4769915133093,-110.76758726512344,-2911.713459596038
"[0.25, 0.75]",w_0p25_0p75,12000,6,11,1000,-2233.1369022071594,-143.4841413111426,-2929.6878225058317
"[0.25, 0.75]",w_0p25_0p75,13000,7,12,1000,-2153.716660212114,0.10667149967048317,-2871.657770782709
"[0.25, 0.75]",w_0p25_0p75,14000,7,13,1000,-2124.111933468739,-13.534339528123382,-2827.637798115611
"[0.25, 0.75]",w_0p25_0p75,15000,8,14,1000,-2167.2029963212135,-164.88657468633755,-2834.641803532839
"[0.25, 0.75]",w_0p25_0p75,16000,8,15,1000,-2073.074276350686,-16.675944210088346,-2758.5403870642185
"[0.25, 0.75]",w_0p25_0p75,17000,9,16,1000,-2029.02609177048,23.205343167384854,-2713.1032367497683
"[0.25, 0.75]",w_0p25_0p75,18000,9,17,1000,-2004.5931915379188,17.874106571427546,-2678.7489575743675
"[0.25, 0.75]",w_0p25_0p75,19000,10,18,1000,-1978.2617630151435,-21.950935562461382,-2630.3653721660376
"[0.25, 0.75]",w_0p25_0p75,20000,10,19,1000,-1958.5209349606357,68.30517784946278,-2634.1296392306685
"[0.25, 0.75]",w_0p25_0p75,21000,11,20,1000,-1961.1597477786418,6.596680465270765,-2617.0785571932793
"[0.25, 0.75]",w_0p25_0p75,22000,11,21,1000,-1898.417913590296,36.949861777131446,-2543.5405053794384
"[0.25, 0.75]",w_0p25_0p75,23000,12,22,1000,-1901.1242951501445,105.8464381350932,-2570.114539578557
"[0.25, 0.75]",w_0p25_0p75,24000,12,23,1000,-1905.570061195751,36.54491220370983,-2552.941718995571
"[0.25, 0.75]",w_0p25_0p75,25000,13,24,1000,-1834.8625187527214,19.52983998216223,-2452.9933049976826
"[0.25, 0.75]",w_0p25_0p75,26000,13,25,1000,-1799.4932859982982,-11.029997019344592,-2395.6477156579494
"[0.25, 0.75]",w_0p25_0p75,27000,14,26,1000,-1843.769844860357,10.496634838891623,-2461.858671426773
"[0.25, 0.75]",w_0p25_0p75,28000,14,27,1000,-1839.7648038826592,-26.0491658000974,-2444.336683243513
"[0.25, 0.75]",w_0p25_0p75,29000,15,28,1000,-1858.843437039388,-176.86372425072477,-2419.5033413022757
"[0.25, 0.75]",w_0p25_0p75,30000,15,29,1000,-1745.5633596558473,-43.85973382159136,-2312.7979016005993
"[0.25, 0.75]",w_0p25_0p75,31000,16,30,1000,-1683.6295466493775,-27.130726291223255,-2235.7958201020956
"[0.25, 0.75]",w_0p25_0p75,32000,16,31,1000,-1726.3637136252255,-151.1562811559561,-2251.4328577816486
"[0.25, 0.75]",w_0p25_0p75,33000,17,32,1000,-1713.3213037840324,-215.35102884145454,-2212.6447287648916
"[0.25, 0.75]",w_0p25_0p75,34000,17,33,1000,-1625.6231012376375,4.128787117311731,-2168.873730689287
"[0.25, 0.75]",w_0p25_0p75,35000,18,34,1000,-1682.1520192733733,-14.527271344792098,-2238.026935249567
"[0.25, 0.75]",w_0p25_0p75,36000,18,35,1000,-1607.0723942421246,-54.66537374848849,-2124.5414010733366
"[0.25, 0.75]",w_0p25_0p75,37000,19,36,1000,-1581.8691519554413,4.0082833842607215,-2110.494963735342
"[0.25, 0.75]",w_0p25_0p75,38000,19,37,1000,-1524.6051702103077,-5.234459182047431,-2031.0620738863945
"[0.25, 0.75]",w_0p25_0p75,39000,20,38,1000,-1554.5258607703072,-90.44682152077439,-2042.5522071868181
"[0.25, 0.75]",w_0p25_0p75,40000,20,39,1000,-1595.6061319280634,-72.20075795808225,-2103.4079232513905
"[0.25, 0.75]",w_0p25_0p75,41000,21,40,1000,-1567.460630054753,-197.93717054717126,-2023.9684498906136
"[0.25, 0.75]",w_0p25_0p75,42000,21,41,1000,-1543.8483214287407,-14.825543799379375,-2053.522580638528
"[0.25, 0.75]",w_0p25_0p75,43000,21,42,1000,-1513.9263201736612,-16.495299983303994,-2013.069993570447
"[0.25, 0.75]",w_0p25_0p75,44000,22,43,1000,-1493.8666310717526,-46.955562195624225,-1976.1703206971288
"[0.25, 0.75]",w_0p25_0p75,45000,22,44,1000,-1509.4411419438838,-105.9765000770567,-1977.2626892328262
"[0.25, 0.75]",w_0p25_0p75,46000,23,45,1000,-1480.069841350807,0.4882723413174972,-1973.5892125815153
"[0.25, 0.75]",w_0p25_0p75,47000,23,46,1000,-1451.0088391818572,-129.30191703606397,-1891.577813230455
"[0.25, 0.75]",w_0p25_0p75,48000,24,47,1000,-1431.8306793865704,-40.72303128128988,-1895.5332287549973
"[0.25, 0.75]",w_0p25_0p75,49000,24,48,1000,-1447.1727922899881,-77.22252030903473,-1903.822882950306
"[0.25, 0.75]",w_0p25_0p75,50000,25,49,1000,-1375.4596794640238,43.74111489893403,-1848.526610918343
"[0.25, 0.75]",w_0p25_0p75,51000,25,50,1000,-1403.2338122907095,-127.07946334592998,-1828.6185952723026
"[0.25, 0.75]",w_0p25_0p75,52000,26,51,1000,-1259.320492652383,132.9494038777484,-1723.410458162427
"[0.25, 0.75]",w_0p25_0p75,53000,26,52,1000,-1377.3785791521805,-89.82442305010045,-1806.5632978528738
"[0.25, 0.75]",w_0p25_0p75,54000,27,53,1000,-1310.1037544915453,-102.8382003493607,-1712.5256058722734
"[0.25, 0.75]",w_0p25_0p75,55000,27,54,1000,-1306.58557642706,-108.22657465891098,-1706.038577016443
"[0.25, 0.75]",w_0p25_0p75,56000,28,55,1000,-1244.1131527291436,-0.7199319443898275,-1658.5775596573949
"[0.25, 0.75]",w_0p25_0p75,57000,28,56,1000,-1224.9136014212709,-136.7290961611434,-1587.6417698413134
"[0.25, 0.75]",w_0p25_0p75,58000,29,57,1000,-1244.7761827481445,-121.16791795101017,-1619.312271013856
"[0.25, 0.75]",w_0p25_0p75,59000,29,58,1000,-1168.6625302089378,-25.793526802212,-1549.6188646778464
"[0.25, 0.75]",w_0p25_0p75,60000,30,59,1000,-1141.0720229019498,-16.47016312967753,-1515.9393094927073
"[0.25, 0.75]",w_0p25_0p75,61000,30,60,1000,-1184.2563202944002,-129.1250116766896,-1535.9667565003037
"[0.25, 0.75]",w_0p25_0p75,62000,31,61,1000,-1140.531286337442,-16.893393460777588,-1515.0772506296635
"[0.25, 0.75]",w_0p25_0p75,63000,31,62,1000,-1108.506223431672,-3.6785709518007934,-1476.782107591629
"[0.25, 0.75]",w_0p25_0p75,64000,32,63,1000,-1100.1501816177333,-8.720457800314762,-1463.9600895568728
"[0.25, 0.75]",w_0p25_0p75,65000,32,64,1000,-1090.9321484278844,-95.90586822180194,-1422.6075751632452
"[0.25, 0.75]",w_0p25_0p75,66000,33,65,1000,-1008.818149069135,115.5115072474,-1383.5947011746466
"[0.25, 0.75]",w_0p25_0p75,67000,33,66,1000,-985.3411683666491,70.97707340755733,-1337.4472489580512
"[0.25, 0.75]",w_0p25_0p75,68000,34,67,1000,-992.8908389077405,-62.399831182090566,-1303.0545081496239
"[0.25, 0.75]",w_0p25_0p75,69000,34,68,1000,-1034.2586579486297,-110.94741384518784,-1342.029072649777
"[0.25, 0.75]",w_0p25_0p75,70000,35,69,1000,-956.152838830465,-69.1874691642879,-1251.807962052524
"[0.25, 0.75]",w_0p25_0p75,71000,35,70,1000,-992.1639711336466,-159.28254174487665,-1269.7911142632365
"[0.25, 0.75]",w_0p25_0p75,72000,36,71,1000,-965.7061348441639,-55.19540058658458,-1269.2097129300237
"[0.25, 0.75]",w_0p25_0p75,73000,36,72,1000,-914.4555330013973,-42.04040703852661,-1205.2605749890208
"[0.25, 0.75]",w_0p25_0p75,74000,37,73,1000,-929.2198065105767,-47.06581920234021,-1223.2711356133223
"[0.25, 0.75]",w_0p25_0p75,75000,37,74,1000,-905.2931093990919,-66.73753853444941,-1184.8116330206394
"[0.25, 0.75]",w_0p25_0p75,76000,38,75,1000,-908.0104878409766,-33.82973884604871,-1199.4040708392859
"[0.25, 0.75]",w_0p25_0p75,77000,38,76,1000,-867.0984022653995,-16.84647918468636,-1150.5157099589705
"[0.25, 0.75]",w_0p25_0p75,78000,39,77,1000,-888.8121683856734,-67.05252470012056,-1162.732049614191
"[0.25, 0.75]",w_0p25_0p75,79000,39,78,1000,-836.8800904057862,34.26638001354877,-1127.2622472122312
"[0.25, 0.75]",w_0p25_0p75,80000,40,79,1000,-876.9156377794297,-1.7447253480859217,-1168.6392752565444
"[0.25, 0.75]",w_0p25_0p75,81000,40,80,1000,-826.7845158674754,-41.38383770920336,-1088.5847419202328
"[0.25, 0.75]",w_0p25_0p75,82000,41,81,1000,-830.1094392666419,-7.840375452418812,-1104.1991272047162
"[0.25, 0.75]",w_0p25_0p75,83000,41,82,1000,-809.4262413420038,29.78614558269328,-1089.1637036502361
"[0.25, 0.75]",w_0p25_0p75,84000,42,83,1000,-788.3905483602721,-27.16301974176895,-1042.1330578997731
"[0.25, 0.75]",w_0p25_0p75,85000,42,84,1000,-772.4208702126489,71.92500772775384,-1053.8694961927831
"[0.25, 0.75]",w_0p25_0p75,86000,42,85,1000,-799.171118512575,-23.74741046060808,-1057.6456878632307
"[0.25, 0.75]",w_0p25_0p75,87000,43,86,1000,-753.0046992237912,-56.02301546605304,-985.3319271430373
"[0.25, 0.75]",w_0p25_0p75,88000,43,87,1000,-736.3510616910062,67.78942472697236,-1004.397890496999
"[0.25, 0.75]",w_0p25_0p75,89000,44,88,1000,-760.5491669646435,-82.20919717958895,-986.6624902263284
"[0.25, 0.75]",w_0p25_0p75,90000,44,89,1000,-760.8195365814026,-25.8396805068478,-1005.8128219395876
"[0.25, 0.75]",w_0p25_0p75,91000,45,90,1000,-735.6059120958671,-80.87066797539592,-953.8509934693575
"[0.25, 0.75]",w_0p25_0p75,92000,45,91,1000,-698.2476102455403,-6.135816777823493,-928.9515414014459
"[0.25, 0.75]",w_0p25_0p75,93000,46,92,1000,-699.3148233159809,-32.03333550147363,-921.7419859208167
"[0.25, 0.75]",w_0p25_0p75,94000,46,93,1000,-696.3946506720677,-23.78585271711927,-920.5975833237171
"[0.25, 0.75]",w_0p25_0p75,95000,47,94,1000,-661.843313332778,-25.633504774945322,-873.9132495187223
"[0.25, 0.75]",w_0p25_0p75,96000,47,95,1000,-638.0100133740416,45.68915749058942,-865.9097369955853
"[0.25, 0.75]",w_0p25_0p75,97000,48,96,1000,-631.7661468248639,-28.220970847387434,-832.9478721506894
"[0.25, 0.75]",w_0p25_0p75,98000,48,97,1000,-640.6170615253923,-25.238132775928534,-845.7433711085469
"[0.5, 0.5]",w_0p50_0p50,1000,1,0,1000,-1567.7141008762992,-49.99684490531217,-3085.431356847286
"[0.5, 0.5]",w_0p50_0p50,2000,1,1,1000,-1651.8162490578834,-209.48820078419521,-3094.1442973315716
"[0.5, 0.5]",w_0p50_0p50,3000,2,2,1000,-1527.585176512017,-6.9277625668328255,-3048.242590457201
"[0.5, 0.5]",w_0p50_0p50,4000,2,3,1000,-1538.2659528068652,-59.05656763155275,-3017.4753379821777
"[0.5, 0.5]",w_0p50_0p50,5000,3,4,1000,-1561.9220879034256,-67.85524211695883,-3055.9889336898923
"[0.5, 0.5]",w_0p50_0p50,6000,3,5,1000,-1546.1750269412878,-65.57210928795394,-3026.7779445946217
"[0.5, 0.5]",w_0p50_0p50,7000,4,6,1000,-1598.9598266468856,-112.88139220802259,-3085.0382610857487
"[0.5, 0.5]",w_0p50_0p50,8000,4,7,1000,-1514.1162686550579,-22.008567552558816,-3006.223969757557
"[0.5, 0.5]",w_0p50_0p50,9000,5,8,1000,-1540.3616116144276,-79.49442083100803,-3001.228802397847
"[0.5, 0.5]",w_0p50_0p50,10000,5,9,1000,-1494.7558591559355,50.80473007861292,-3040.316448390484
"[0.5, 0.5]",w_0p50_0p50,11000,6,10,1000,-1530.0570394330425,-37.863059954484925,-3022.2510189116
"[0.5, 0.5]",w_0p50_0p50,12000,6,11,1000,-1473.5684091175208,7.836526567814872,-2954.9733448028564
"[0.5, 0.5]",w_0p50_0p50,13000,7,12,1000,-1458.4173212708556,38.712686943705194,-2955.5473294854164
"[0.5, 0.5]",w_0p50_0p50,14000,7,13,1000,-1497.9031825890415,-62.217498065088876,-2933.588867112994
"[0.5, 0.5]",w_0p50_0p50,15000,8,14,1000,-1428.4261591956274,47.167171999761194,-2904.019490391016
"[0.5, 0.5]",w_0p50_0p50,16000,8,15,1000,-1435.440029901336,78.36312583670951,-2949.2431856393814
"[0.5, 0.5]",w_0p50_0p50,17000,9,16,1000,-1509.1026797362138,-99.41626469651237,-2918.789094775915
"[0.5, 0.5]",w_0p50_0p50,18000,9,17,1000,-1402.0950958808244,24.895356937253382,-2829.085548698902
"[0.5, 0.5]",w_0p50_0p50,19000,10,18,1000,-1430.7433938298345,-65.15384356453433,-2796.3329440951347
"[0.5, 0.5]",w_0p50_0p50,20000,10,19,1000,-1420.9254469844454,-15.719038779090624,-2826.1318551898003
"[0.5, 0.5]",w_0p50_0p50,21000,11,20,1000,-1414.6773462555138,-24.157431490486488,-2805.197261020541
"[0.5, 0.5]",w_0p50_0p50,22000,11,21,1000,-1318.427389390621,116.48702682583826,-2753.3418056070805
"[0.5, 0.5]",w_0p50_0p50,23000,12,22,1000,-1373.2061144917388,-58.32930008752737,-2688.0829288959503
"[0.5, 0.5]",w_0p50_0p50,24000,12,23,1000,-1355.9638362215192,-4.355902460461948,-2707.5717699825764
"[0.5, 0.5]",w_0p50_0p50,25000,13,24,1000,-1274.4963655322135,110.32582086337788,-2659.318551927805
"[0.5, 0.5]",w_0p50_0p50,26000,13,25,1000,-1397.1837366773689,-129.40532138029812,-2664.9621519744396
"[0.5, 0.5]",w_0p50_0p50,27000,14,26,1000,-1291.1321671071637,25.694885628821794,-2607.959219843149
"[0.5, 0.5]",w_0p50_0p50,28000,14,27,1000,-1330.0851884658914,-38.69960886752233,-2621.4707680642605
"[0.5, 0.5]",w_0p50_0p50,29000,15,28,1000,-1254.8440610817634,76.35831149388105,-2586.0464336574078
"[0.5, 0.5]",w_0p50_0p50,30000,15,29,1000,-1265.2539982370217,-5.0862021340290084,-2525.4217943400145
"[0.5, 0.5]",w_0p50_0p50,31000,16,30,1000,-1260.7046318970679,49.25129855721025,-2570.660562351346
"[0.5, 0.5]",w_0p50_0p50,32000,16,31,1000,-1308.7498287132184,-55.75452408607816,-2561.7451333403587
"[0.5, 0.5]",w_0p50_0p50,33000,17,32,1000,-1266.2163849151693,-38.81387130450457,-2493.618898525834
"[0.5, 0.5]",w_0p50_0p50,34000,17,33,1000,-1216.2263598886057,2.4108819073589984,-2434.8636016845703
"[0.5, 0.5]",w_0p50_0p50,35000,18,34,1000,-1181.3518879777985,110.35544660850428,-2473.059222564101
"[0.5, 0.5]",w_0p50_0p50,36000,18,35,1000,-1257.0811265670345,-117.23768339317758,-2396.9245697408915
