return_obj_0,return_obj_1
10.2838955,-179.3991
15.1275,-176.80104
-34.284584,-183.9427
-3.7996573,-177.12915
-15.2977,-182.24127
-5.1289916,-179.17216
-16.407988,-179.42215
-10.327348,-179.50139
-22.492573,-164.43005
-11.309194,-177.00696
7.421974,-178.6411
4.091872,-181.71921
-0.7637221,-185.64038
-17.10955,-184.22939
-16.987616,-186.4573
19.44223,-182.94461
4.181176,-174.98799
5.369203,-182.08446
-16.018099,-182.05171
9.606274,-181.03667
-25.769188,-185.5407
6.8810472,-176.24884
-9.82865,-168.47589
-20.979912,-169.40872
1.8856508,-178.33572
-1.7103101,-175.95792
2.3775644,-171.68863
3.7992265,-183.40112
0.07153769,-177.31348
-22.97182,-185.39275
-10.656673,-172.17134
3.0749314,-180.01561
-10.343305,-188.60295
-27.172106,-168.50352
3.8514168,-177.61055
-11.58422,-177.20395
-9.925169,-184.42204
17.72155,-177.84326
-19.142138,-184.09122
0.78807783,-175.98917
-13.038237,-176.33286
-26.958143,-177.11665
6.55182,-178.21753
-32.1701,-181.17773
-23.111603,-173.85413
-9.9438305,-167.38408
-20.256302,-182.58354
-4.8745813,-175.14929
-3.6539483,-180.31508
0.68516004,-180.33386
13.146671,-176.97057
-20.593994,-180.21744
-23.089916,-173.87122
-13.93379,-178.93634
-14.855528,-163.90477
9.902456,-176.35986
-1.5986654,-170.1235
-26.174585,-180.94902
-2.1619608,-170.38657
16.685354,-173.40356
-26.6033,-186.00835
-17.6161,-184.67986
-27.645906,-176.11348
-12.398844,-173.57089
-9.278435,-170.14906
5.711401,-182.98369
-16.308447,-164.68622
4.332977,-183.46672
-8.734352,-186.1991
-3.174982,-183.41211
18.701653,-171.56158
-29.001059,-179.26012
-13.739221,-183.38817
-1.0249103,-171.79732
-0.16164638,-175.20888
-7.3601303,-175.08826
5.2854204,-169.66296
-2.2168858,-176.23087
-9.852227,-173.43251
-10.93249,-177.69054
-30.433468,-171.60378
8.040921,-172.9606
30.338985,-174.50108
-8.072621,-175.96815
31.10076,-173.05508
-29.244318,-178.31558
-20.611382,-178.87146
-4.8847904,-169.40247
17.052132,-176.43246
0.3602149,-178.46748
17.995388,-180.50992
-30.28367,-185.9183
-35.00153,-175.73232
-38.00336,-178.85934
-11.642692,-173.2736
-10.63089,-161.526
9.61449,-172.76286
-3.3284307,-169.78003
10.332884,-180.7242
-12.588032,-164.71083
15.758374,-166.67285
-33.347225,-173.22246
-10.589364,-179.38092
4.3818235,-170.41447
3.4149523,-168.20131
20.420195,-171.67244
-8.166189,-173.91983
-3.1112487,-174.47565
-4.2728972,-165.88704
-3.11477,-172.64612
8.833516,-179.99138
5.8286443,-176.48611
7.3622513,-177.33134
3.8225763,-165.54602
6.9534135,-175.2495
-20.946941,-174.68079
-3.7198176,-173.21922
-17.997877,-167.11761
-40.240643,-177.43857
-4.8325424,-177.72852
7.4678416,-169.9237
21.821354,-179.35109
-8.438945,-169.40178
1.6596547,-177.06696
-38.749847,-183.62653
-0.36640918,-172.91597
-38.8207,-169.10378
12.562702,-184.86244
-26.383793,-176.59499
-1.8377792,-180.95496
10.543088,-175.63826
-20.317434,-171.08226
-31.635323,-164.72025
-16.369127,-173.88696
-14.90311,-170.04932
1.8237655,-178.68535
-35.755806,-179.83522
-21.735003,-170.2512
3.986742,-167.51897
-0.80211,-171.45834
-3.4841843,-177.35191
-17.624025,-174.30461
-3.7276235,-176.47098
6.3348556,-178.44736
-13.929479,-179.14815
4.224385,-166.42458
-4.290127,-185.17477
-13.80551,-165.66855
1.5322552,-173.90332
13.5504265,-171.04268
6.7475395,-172.10365
2.8225574,-171.08473
-6.6718845,-177.53296
-9.783994,-168.32742
-19.131731,-162.04901
4.3201895,-175.1152
-4.5033913,-172.60231
