index,weight_name,weight,mean_obj_0_mean,mean_obj_0_std,mean_obj_1_mean,mean_obj_1_std,mean_scalarized_return_mean,mean_scalarized_return_std,mean_episode_length_mean,mean_episode_length_std
0,w_0p00_1p00,"[0.0, 1.0]",-0.2012170833542677,0.11780148141870911,-17.6141163064943,3.831154358665929,-17.6141163064943,3.831154358665929,1000.0,0.0
1,w_0p25_0p75,"[0.25, 0.75]",3.546220525184054,6.769435303810068,-29.322244947589933,31.939181144585753,-21.10512857939644,22.27629699891978,1000.0,0.0
2,w_0p50_0p50,"[0.5, 0.5]",334.82125114618833,324.7627611526323,-189.08726899074392,52.25246759487732,72.8669910777222,140.6013114768855,1000.0,0.0
3,w_0p75_0p25,"[0.75, 0.25]",100.93135893093154,75.34869254688981,-481.86886466337984,76.98875503706505,-44.7686969676463,40.462636875123664,1000.0,0.0
4,w_1p00_0p00,"[1.0, 0.0]",462.43914623683526,239.78021314598482,-1808.947429634134,248.50537480801563,462.43914623683526,239.78021314598482,1000.0,0.0
