target_id,distance_to_command,target_obj_0,target_obj_1,target_obj_2,mean_obj_0,std_obj_0,mean_obj_1,std_obj_1,mean_obj_2,std_obj_2
0,25.775562286376953,86.73518371582031,75.11087799072266,53.958465576171875,70.59571075439453,0.0,74.71968841552734,0.0,74.05184936523438,0.0
1,184.31903076171875,103.42335510253906,74.34754943847656,-110.62411499023438,83.8332290649414,0.0,76.3607177734375,0.0,72.63985443115234,0.0
2,28.098180770874023,76.19258880615234,89.07047271728516,48.24631118774414,73.32725524902344,0.0,77.7921142578125,0.0,73.82161712646484,0.0
3,21.39957618713379,79.88836669921875,72.63650512695312,55.95854949951172,68.8268814086914,0.0,71.20270538330078,0.0,74.22134399414062,0.0
4,21.88070297241211,75.02597045898438,75.7496566772461,52.920989990234375,69.7884750366211,0.0,76.17782592773438,0.0,74.16129302978516,0.0
5,26.344070434570312,64.73464965820312,78.03301239013672,52.41987228393555,79.30169677734375,0.0,72.16461181640625,0.0,73.5710678100586,0.0
